order,new_number,old_number,plot_type,treatment,species,count,seeds per head,seeds
1526,45,45,bare,bare,UR,36,94.55,3403.8
1527,46,46,mono,BR,AC,159,5.2,826.8
1528,46,46,mono,BR,AC,88,5.2,457.6
1529,46,46,mono,BR,AC,83,5.2,431.6
1530,46,46,mono,BR,AC,19,5.2,98.8
1531,46,46,mono,BR,AC,150,5.2,780
1532,46,46,mono,BR,AC,57,5.2,296.4
1533,46,46,mono,BR,BR,4,64.95,259.8
1534,46,46,mono,BR,BR,3,64.95,194.85
1535,46,46,mono,BR,BR,1,64.95,64.95
1536,46,46,mono,BR,BR,3,64.95,194.85
1537,46,46,mono,BR,BR,3,64.95,194.85
1538,46,46,mono,BR,BR,2,64.95,129.9
1539,46,46,mono,BR,BR,5,64.95,324.75
1540,46,46,mono,BR,BR,3,64.95,194.85
1541,46,46,mono,BR,BR,4,64.95,259.8
1542,46,46,mono,BR,BR,1,64.95,64.95
1543,46,46,mono,BR,HO,11,12.85,141.35
1544,46,46,mono,BR,HO,19,12.85,244.15
1545,46,46,mono,BR,HO,13,12.85,167.05
1546,46,46,mono,BR,HO,12,12.85,154.2
1547,46,46,mono,BR,HO,9,12.85,115.65
1548,46,46,mono,BR,HO,7,12.85,89.95
1549,46,46,mono,BR,HO,14,12.85,179.9
1550,46,46,mono,BR,FE,13,41.8,543.4
1551,46,46,mono,BR,FE,3,41.8,125.4
1552,46,46,mono,BR,LA,NA,59.1,NA
1553,46,46,mono,BR,"NAAT",40,42.6,1704
1554,46,46,mono,BR,PL,NA,28.4,NA
1555,46,46,mono,BR,SA,NA,180.65,NA
1556,46,46,mono,BR,UR,72,94.55,6807.6
1557,46,46,mono,BR,UR,78,94.55,7374.9
1558,47,47,mono,LA,AC,72,5.2,374.4
1559,47,47,mono,LA,AC,25,5.2,130
1560,47,47,mono,LA,AC,55,5.2,286
1561,47,47,mono,LA,AC,516,5.2,2683.2
1562,47,47,mono,LA,AC,544,5.2,2828.8
1563,47,47,mono,LA,BR,5,64.95,324.75
1564,47,47,mono,LA,HO,5,12.85,64.25
1565,47,47,mono,LA,HO,13,12.85,167.05
1566,47,47,mono,LA,HO,22,12.85,282.7
1567,47,47,mono,LA,HO,21,12.85,269.85
1568,47,47,mono,LA,FE,2,41.8,83.6
1569,47,47,mono,LA,FE,4,41.8,167.2
1570,47,47,mono,LA,FE,3,41.8,125.4
1571,47,47,mono,LA,FE,5,41.8,209
1572,47,47,mono,LA,FE,8,41.8,334.4
1573,47,47,mono,LA,FE,4,41.8,167.2
1574,47,47,mono,LA,FE,7,41.8,292.6
1575,47,47,mono,LA,FE,4,41.8,167.2
1576,47,47,mono,LA,FE,6,41.8,250.8
1577,47,47,mono,LA,FE,3,41.8,125.4
1578,47,47,mono,LA,LA,NA,59.1,NA
1579,47,47,mono,LA,"NAAT",NA,42.6,NA
1580,47,47,mono,LA,PL,10,28.4,284
1581,47,47,mono,LA,PL,16,28.4,454.4
1582,47,47,mono,LA,PL,16,28.4,454.4
1583,47,47,mono,LA,PL,10,28.4,284
1584,47,47,mono,LA,PL,11,28.4,312.4
1585,47,47,mono,LA,PL,11,28.4,312.4
1586,47,47,mono,LA,PL,7,28.4,198.8
1587,47,47,mono,LA,PL,19,28.4,539.6
1588,47,47,mono,LA,PL,7,28.4,198.8
1589,47,47,mono,LA,PL,9,28.4,255.6
1590,47,47,mono,LA,SA,7,180.65,1264.55
1591,47,47,mono,LA,SA,32,180.65,5780.8
1592,47,47,mono,LA,UR,20,94.55,1891
1593,47,47,mono,LA,UR,15,94.55,1418.25
1594,48,48,8 species,no FE,AC,140,5.2,728
1595,48,48,8 species,no FE,AC,68,5.2,353.6
1596,48,48,8 species,no FE,AC,218,5.2,1133.6
1597,48,48,8 species,no FE,AC,44,5.2,228.8
1598,48,48,8 species,no FE,AC,35,5.2,182
1599,48,48,8 species,no FE,AC,51,5.2,265.2
1600,48,48,8 species,no FE,AC,77,5.2,400.4
1601,48,48,8 species,no FE,BR,3,64.95,194.85
1602,48,48,8 species,no FE,BR,2,64.95,129.9
1603,48,48,8 species,no FE,BR,1,64.95,64.95
1604,48,48,8 species,no FE,HO,11,12.85,141.35
1605,48,48,8 species,no FE,HO,18,12.85,231.3
1606,48,48,8 species,no FE,HO,16,12.85,205.6
1607,48,48,8 species,no FE,HO,6,12.85,77.1
1608,48,48,8 species,no FE,HO,4,12.85,51.4
1609,48,48,8 species,no FE,FE,3,41.8,125.4
1610,48,48,8 species,no FE,FE,8,41.8,334.4
1611,48,48,8 species,no FE,FE,3,41.8,125.4
1612,48,48,8 species,no FE,FE,4,41.8,167.2
1613,48,48,8 species,no FE,FE,5,41.8,209
1614,48,48,8 species,no FE,FE,4,41.8,167.2
1615,48,48,8 species,no FE,FE,3,41.8,125.4
1616,48,48,8 species,no FE,FE,4,41.8,167.2
1617,48,48,8 species,no FE,FE,1,41.8,41.8
1618,48,48,8 species,no FE,FE,4,41.8,167.2
1619,48,48,8 species,no FE,LA,2,59.1,118.2
1620,48,48,8 species,no FE,LA,1,59.1,59.1
1621,48,48,8 species,no FE,LA,2,59.1,118.2
1622,48,48,8 species,no FE,LA,3,59.1,177.3
1623,48,48,8 species,no FE,"NAAT",NA,42.6,NA
1624,48,48,8 species,no FE,PL,8,28.4,227.2
1625,48,48,8 species,no FE,PL,5,28.4,142
1626,48,48,8 species,no FE,PL,6,28.4,170.4
1627,48,48,8 species,no FE,PL,13,28.4,369.2
1628,48,48,8 species,no FE,PL,8,28.4,227.2
1629,48,48,8 species,no FE,SA,12,180.65,2167.8
1630,48,48,8 species,no FE,SA,17,180.65,3071.05
1631,48,48,8 species,no FE,SA,34,180.65,6142.1
1632,48,48,8 species,no FE,SA,12,180.65,2167.8
1633,48,48,8 species,no FE,SA,24,180.65,4335.6
1634,48,48,8 species,no FE,SA,9,180.65,1625.85
1635,48,48,8 species,no FE,SA,5,180.65,903.25
1636,48,48,8 species,no FE,SA,39,180.65,7045.35
1637,48,48,8 species,no FE,SA,10,180.65,1806.5
1638,48,48,8 species,no FE,UR,4,94.55,378.2
1639,48,48,8 species,no FE,UR,3,94.55,283.65
1640,48,48,8 species,no FE,UR,3,94.55,283.65
1641,48,48,8 species,no FE,UR,3,94.55,283.65
1642,49,49,mono,SA,AC,16,5.2,83.2
1643,49,49,mono,SA,AC,32,5.2,166.4
1644,49,49,mono,SA,BR,NA,64.95,NA
1645,49,49,mono,SA,HO,4,12.85,51.4
1646,49,49,mono,SA,HO,1,12.85,12.85
1647,49,49,mono,SA,HO,2,12.85,25.7
1648,49,49,mono,SA,HO,14,12.85,179.9
1649,49,49,mono,SA,FE,7,41.8,292.6
1650,49,49,mono,SA,FE,2,41.8,83.6
1651,49,49,mono,SA,FE,1,41.8,41.8
1652,49,49,mono,SA,FE,1,41.8,41.8
1653,49,49,mono,SA,FE,2,41.8,83.6
1654,49,49,mono,SA,FE,2,41.8,83.6
1655,49,49,mono,SA,FE,3,41.8,125.4
1656,49,49,mono,SA,FE,3,41.8,125.4
1657,49,49,mono,SA,FE,8,41.8,334.4
1658,49,49,mono,SA,FE,3,41.8,125.4
1659,49,49,mono,SA,LA,NA,59.1,NA
1660,49,49,mono,SA,"NAAT",NA,42.6,NA
1661,49,49,mono,SA,PL,17,28.4,482.8
1662,49,49,mono,SA,PL,13,28.4,369.2
1663,49,49,mono,SA,PL,12,28.4,340.8
1664,49,49,mono,SA,PL,23,28.4,653.2
1665,49,49,mono,SA,SA,6,180.65,1083.9
1666,49,49,mono,SA,SA,15,180.65,2709.75
1667,49,49,mono,SA,SA,15,180.65,2709.75
1668,49,49,mono,SA,SA,43,180.65,7767.95
1669,49,49,mono,SA,SA,42,180.65,7587.3
1670,49,49,mono,SA,SA,3,180.65,541.95
1671,49,49,mono,SA,SA,15,180.65,2709.75
1672,49,49,mono,SA,SA,5,180.65,903.25
1673,49,49,mono,SA,UR,20,94.55,1891
1674,49,49,mono,SA,UR,7,94.55,661.85
1675,50,50,8 species,no AC,AC,NA,5.2,NA
1676,50,50,8 species,no AC,BR,3,64.95,194.85
1677,50,50,8 species,no AC,BR,2,64.95,129.9
1678,50,50,8 species,no AC,BR,1,64.95,64.95
1679,50,50,8 species,no AC,BR,1,64.95,64.95
1680,50,50,8 species,no AC,BR,2,64.95,129.9
1681,50,50,8 species,no AC,BR,3,64.95,194.85
1682,50,50,8 species,no AC,BR,3,64.95,194.85
1683,50,50,8 species,no AC,BR,3,64.95,194.85
1684,50,50,8 species,no AC,BR,1,64.95,64.95
1685,50,50,8 species,no AC,BR,1,64.95,64.95
1686,50,50,8 species,no AC,BR,4,64.95,259.8
1687,50,50,8 species,no AC,HO,6,12.85,77.1
1688,50,50,8 species,no AC,HO,8,12.85,102.8
1689,50,50,8 species,no AC,HO,8,12.85,102.8
1690,50,50,8 species,no AC,HO,11,12.85,141.35
1691,50,50,8 species,no AC,HO,22,12.85,282.7
1692,50,50,8 species,no AC,HO,6,12.85,77.1
1693,50,50,8 species,no AC,HO,9,12.85,115.65
1694,50,50,8 species,no AC,HO,9,12.85,115.65
1695,50,50,8 species,no AC,HO,12,12.85,154.2
1696,50,50,8 species,no AC,FE,5,41.8,209
1697,50,50,8 species,no AC,FE,5,41.8,209
1698,50,50,8 species,no AC,FE,3,41.8,125.4
1699,50,50,8 species,no AC,FE,2,41.8,83.6
1700,50,50,8 species,no AC,FE,3,41.8,125.4
1701,50,50,8 species,no AC,FE,5,41.8,209
1702,50,50,8 species,no AC,FE,3,41.8,125.4
1703,50,50,8 species,no AC,LA,NA,59.1,NA
1704,50,50,8 species,no AC,"NAAT",NA,42.6,NA
1705,50,50,8 species,no AC,PL,2,28.4,56.8
1706,50,50,8 species,no AC,PL,14,28.4,397.6
1707,50,50,8 species,no AC,PL,10,28.4,284
1708,50,50,8 species,no AC,SA,5,180.65,903.25
1709,50,50,8 species,no AC,SA,3,180.65,541.95
1710,50,50,8 species,no AC,SA,4,180.65,722.6
1711,50,50,8 species,no AC,UR,5,94.55,472.75
1712,50,50,8 species,no AC,UR,72,94.55,6807.6
1713,50,50,8 species,no AC,UR,34,94.55,3214.7
1714,50,50,8 species,no AC,UR,34,94.55,3214.7
1715,50,50,8 species,no AC,UR,37,94.55,3498.35
1716,51,51,8 species,no HO,AC,279,5.2,1450.8
1717,51,51,8 species,no HO,AC,316,5.2,1643.2
1718,51,51,8 species,no HO,AC,42,5.2,218.4
1719,51,51,8 species,no HO,AC,186,5.2,967.2
1720,51,51,8 species,no HO,AC,36,5.2,187.2
1721,51,51,8 species,no HO,AC,168,5.2,873.6
1722,51,51,8 species,no HO,AC,65,5.2,338
1723,51,51,8 species,no HO,AC,72,5.2,374.4
1724,51,51,8 species,no HO,AC,77,5.2,400.4
1725,51,51,8 species,no HO,AC,105,5.2,546
1726,51,51,8 species,no HO,BR,3,64.95,194.85
1727,51,51,8 species,no HO,BR,1,64.95,64.95
1728,51,51,8 species,no HO,BR,1,64.95,64.95
1729,51,51,8 species,no HO,BR,4,64.95,259.8
1730,51,51,8 species,no HO,BR,1,64.95,64.95
1731,51,51,8 species,no HO,BR,3,64.95,194.85
1732,51,51,8 species,no HO,BR,2,64.95,129.9
1733,51,51,8 species,no HO,BR,4,64.95,259.8
1734,51,51,8 species,no HO,BR,3,64.95,194.85
1735,51,51,8 species,no HO,BR,1,64.95,64.95
1736,51,51,8 species,no HO,HO,NA,12.85,NA
1737,51,51,8 species,no HO,FE,6,41.8,250.8
1738,51,51,8 species,no HO,FE,5,41.8,209
1739,51,51,8 species,no HO,FE,2,41.8,83.6
1740,51,51,8 species,no HO,FE,2,41.8,83.6
1741,51,51,8 species,no HO,FE,3,41.8,125.4
1742,51,51,8 species,no HO,FE,2,41.8,83.6
1743,51,51,8 species,no HO,FE,8,41.8,334.4
1744,51,51,8 species,no HO,FE,9,41.8,376.2
1745,51,51,8 species,no HO,FE,1,41.8,41.8
1746,51,51,8 species,no HO,LA,NA,59.1,NA
1747,51,51,8 species,no HO,"NAAT",NA,42.6,NA
1748,51,51,8 species,no HO,PL,7,28.4,198.8
1749,51,51,8 species,no HO,SA,15,180.65,2709.75
1750,51,51,8 species,no HO,SA,31,180.65,5600.15
1751,51,51,8 species,no HO,SA,4,180.65,722.6
1752,51,51,8 species,no HO,SA,5,180.65,903.25
1753,51,51,8 species,no HO,UR,36,94.55,3403.8
1754,51,51,8 species,no HO,UR,16,94.55,1512.8
1755,52,52,8 species,no UR,AC,66,5.2,343.2
1756,52,52,8 species,no UR,AC,32,5.2,166.4
1757,52,52,8 species,no UR,AC,53,5.2,275.6
1758,52,52,8 species,no UR,AC,45,5.2,234
1759,52,52,8 species,no UR,AC,74,5.2,384.8
1760,52,52,8 species,no UR,AC,57,5.2,296.4
1761,52,52,8 species,no UR,AC,96,5.2,499.2
1762,52,52,8 species,no UR,AC,345,5.2,1794
1763,52,52,8 species,no UR,AC,228,5.2,1185.6
1764,52,52,8 species,no UR,AC,108,5.2,561.6
1765,52,52,8 species,no UR,AC,172,5.2,894.4
1766,52,52,8 species,no UR,BR,3,64.95,194.85
1767,52,52,8 species,no UR,BR,5,64.95,324.75
1768,52,52,8 species,no UR,BR,1,64.95,64.95
1769,52,52,8 species,no UR,BR,3,64.95,194.85
1770,52,52,8 species,no UR,BR,3,64.95,194.85
1771,52,52,8 species,no UR,BR,2,64.95,129.9
1772,52,52,8 species,no UR,BR,4,64.95,259.8
1773,52,52,8 species,no UR,BR,4,64.95,259.8
1774,52,52,8 species,no UR,BR,3,64.95,194.85
1775,52,52,8 species,no UR,BR,3,64.95,194.85
1776,52,52,8 species,no UR,HO,NA,12.85,NA
1777,52,52,8 species,no UR,FE,3,41.8,125.4
1778,52,52,8 species,no UR,FE,7,41.8,292.6
1779,52,52,8 species,no UR,FE,7,41.8,292.6
1780,52,52,8 species,no UR,FE,7,41.8,292.6
1781,52,52,8 species,no UR,FE,3,41.8,125.4
1782,52,52,8 species,no UR,FE,2,41.8,83.6
1783,52,52,8 species,no UR,FE,3,41.8,125.4
1784,52,52,8 species,no UR,FE,4,41.8,167.2
1785,52,52,8 species,no UR,FE,1,41.8,41.8
1786,52,52,8 species,no UR,FE,5,41.8,209
1787,52,52,8 species,no UR,LA,NA,59.1,NA
1788,52,52,8 species,no UR,"NAAT",NA,42.6,NA
1789,52,52,8 species,no UR,PL,NA,28.4,NA
1790,52,52,8 species,no UR,SA,7,180.65,1264.55
1791,52,52,8 species,no UR,SA,2,180.65,361.3
1792,52,52,8 species,no UR,SA,16,180.65,2890.4
1793,52,52,8 species,no UR,SA,6,180.65,1083.9
1794,52,52,8 species,no UR,SA,37,180.65,6684.05
1795,52,52,8 species,no UR,SA,34,180.65,6142.1
1796,52,52,8 species,no UR,SA,13,180.65,2348.45
1797,52,52,8 species,no UR,SA,3,180.65,541.95
1798,52,52,8 species,no UR,SA,9,180.65,1625.85
1799,52,52,8 species,no UR,SA,25,180.65,4516.25
1800,52,52,8 species,no UR,UR,4,94.55,378.2
1801,53,53,8 species,no BR,AC,84,5.2,436.8
1802,53,53,8 species,no BR,AC,315,5.2,1638
1803,53,53,8 species,no BR,AC,318,5.2,1653.6
1804,53,53,8 species,no BR,AC,102,5.2,530.4
1805,53,53,8 species,no BR,BR,5,64.95,324.75
1806,53,53,8 species,no BR,HO,NA,12.85,NA
1807,53,53,8 species,no BR,FE,5,41.8,209
1808,53,53,8 species,no BR,FE,4,41.8,167.2
1809,53,53,8 species,no BR,FE,3,41.8,125.4
1810,53,53,8 species,no BR,FE,3,41.8,125.4
1811,53,53,8 species,no BR,FE,4,41.8,167.2
1812,53,53,8 species,no BR,FE,5,41.8,209
1813,53,53,8 species,no BR,FE,3,41.8,125.4
1814,53,53,8 species,no BR,FE,4,41.8,167.2
1815,53,53,8 species,no BR,FE,2,41.8,83.6
1816,53,53,8 species,no BR,FE,5,41.8,209
1817,53,53,8 species,no BR,LA,6,59.1,354.6
1818,53,53,8 species,no BR,"NAAT",15,42.6,639
1819,53,53,8 species,no BR,PL,21,28.4,596.4
1820,53,53,8 species,no BR,PL,9,28.4,255.6
1821,53,53,8 species,no BR,PL,16,28.4,454.4
1822,53,53,8 species,no BR,PL,26,28.4,738.4
1823,53,53,8 species,no BR,SA,13,180.65,2348.45
1824,53,53,8 species,no BR,SA,85,180.65,15355.25
1825,53,53,8 species,no BR,SA,23,180.65,4154.95
1826,53,53,8 species,no BR,SA,34,180.65,6142.1
1827,53,53,8 species,no BR,SA,21,180.65,3793.65
1828,53,53,8 species,no BR,SA,3,180.65,541.95
1829,53,53,8 species,no BR,SA,15,180.65,2709.75
1830,53,53,8 species,no BR,SA,21,180.65,3793.65
1831,53,53,8 species,no BR,UR,2,94.55,189.1
1832,53,53,8 species,no BR,UR,8,94.55,756.4
1833,53,53,8 species,no BR,UR,13,94.55,1229.15
1834,53,53,8 species,no BR,UR,34,94.55,3214.7
1835,53,53,8 species,no BR,UR,33,94.55,3120.15
1836,54,54,mono,FE,AC,390,5.2,2028
1837,54,54,mono,FE,AC,142,5.2,738.4
1838,54,54,mono,FE,AC,312,5.2,1622.4
1839,54,54,mono,FE,AC,56,5.2,291.2
1840,54,54,mono,FE,AC,43,5.2,223.6
1841,54,54,mono,FE,AC,20,5.2,104
1842,54,54,mono,FE,AC,61,5.2,317.2
1843,54,54,mono,FE,AC,303,5.2,1575.6
1844,54,54,mono,FE,AC,13,5.2,67.6
1845,54,54,mono,FE,AC,61,5.2,317.2
1846,54,54,mono,FE,BR,2,64.95,129.9
1847,54,54,mono,FE,BR,3,64.95,194.85
1848,54,54,mono,FE,BR,1,64.95,64.95
1849,54,54,mono,FE,BR,1,64.95,64.95
1850,54,54,mono,FE,BR,1,64.95,64.95
1851,54,54,mono,FE,HO,9,12.85,115.65
1852,54,54,mono,FE,HO,10,12.85,128.5
1853,54,54,mono,FE,FE,3,41.8,125.4
1854,54,54,mono,FE,FE,3,41.8,125.4
1855,54,54,mono,FE,FE,3,41.8,125.4
1856,54,54,mono,FE,FE,2,41.8,83.6
1857,54,54,mono,FE,FE,6,41.8,250.8
1858,54,54,mono,FE,FE,4,41.8,167.2
1859,54,54,mono,FE,FE,2,41.8,83.6
1860,54,54,mono,FE,FE,6,41.8,250.8
1861,54,54,mono,FE,FE,3,41.8,125.4
1862,54,54,mono,FE,FE,5,41.8,209
1863,54,54,mono,FE,LA,NA,59.1,NA
1864,54,54,mono,FE,"NAAT",NA,42.6,NA
1865,54,54,mono,FE,PL,11,28.4,312.4
1866,54,54,mono,FE,PL,25,28.4,710
1867,54,54,mono,FE,PL,19,28.4,539.6
1868,54,54,mono,FE,PL,10,28.4,284
1869,54,54,mono,FE,PL,24,28.4,681.6
1870,54,54,mono,FE,PL,13,28.4,369.2
1871,54,54,mono,FE,PL,17,28.4,482.8
1872,54,54,mono,FE,PL,10,28.4,284
1873,54,54,mono,FE,SA,3,180.65,541.95
1874,54,54,mono,FE,UR,9,94.55,850.95
1875,54,54,mono,FE,UR,14,94.55,1323.7
1876,54,54,mono,FE,UR,13,94.55,1229.15
1877,54,54,mono,FE,UR,7,94.55,661.85
1878,54,54,mono,FE,UR,33,94.55,3120.15
1879,54,54,mono,FE,UR,28,94.55,2647.4
1880,54,54,mono,FE,UR,31,94.55,2931.05
1881,54,54,mono,FE,UR,21,94.55,1985.55
1882,54,54,mono,FE,UR,48,94.55,4538.4
1883,55,55,mono,AC,AC,614,5.2,3192.8
1884,55,55,mono,AC,AC,16,5.2,83.2
1885,55,55,mono,AC,AC,164,5.2,852.8
1886,55,55,mono,AC,AC,87,5.2,452.4
1887,55,55,mono,AC,AC,156,5.2,811.2
1888,55,55,mono,AC,AC,64,5.2,332.8
1889,55,55,mono,AC,AC,240,5.2,1248
1890,55,55,mono,AC,AC,204,5.2,1060.8
1891,55,55,mono,AC,AC,288,5.2,1497.6
1892,55,55,mono,AC,AC,184,5.2,956.8
1893,55,55,mono,AC,AC,504,5.2,2620.8
1894,55,55,mono,AC,BR,3,64.95,194.85
1895,55,55,mono,AC,BR,2,64.95,129.9
1896,55,55,mono,AC,BR,1,64.95,64.95
1897,55,55,mono,AC,HO,5,12.85,64.25
1898,55,55,mono,AC,HO,19,12.85,244.15
1899,55,55,mono,AC,HO,8,12.85,102.8
1900,55,55,mono,AC,HO,2,12.85,25.7
1901,55,55,mono,AC,HO,3,12.85,38.55
1902,55,55,mono,AC,HO,5,12.85,64.25
1903,55,55,mono,AC,HO,5,12.85,64.25
1904,55,55,mono,AC,HO,7,12.85,89.95
1905,55,55,mono,AC,FE,4,41.8,167.2
1906,55,55,mono,AC,FE,1,41.8,41.8
1907,55,55,mono,AC,FE,1,41.8,41.8
1908,55,55,mono,AC,FE,7,41.8,292.6
1909,55,55,mono,AC,FE,5,41.8,209
1910,55,55,mono,AC,FE,1,41.8,41.8
1911,55,55,mono,AC,FE,3,41.8,125.4
1912,55,55,mono,AC,FE,3,41.8,125.4
1913,55,55,mono,AC,FE,2,41.8,83.6
1914,55,55,mono,AC,FE,2,41.8,83.6
1915,55,55,mono,AC,LA,NA,59.1,NA
1916,55,55,mono,AC,"NAAT",NA,42.6,NA
1917,55,55,mono,AC,PL,11,28.4,312.4
1918,55,55,mono,AC,PL,10,28.4,284
1919,55,55,mono,AC,PL,9,28.4,255.6
1920,55,55,mono,AC,PL,6,28.4,170.4
1921,55,55,mono,AC,PL,11,28.4,312.4
1922,55,55,mono,AC,PL,14,28.4,397.6
1923,55,55,mono,AC,PL,5,28.4,142
1924,55,55,mono,AC,PL,5,28.4,142
1925,55,55,mono,AC,PL,23,28.4,653.2
1926,55,55,mono,AC,PL,9,28.4,255.6
1927,55,55,mono,AC,PL,1,28.4,28.4
1928,55,55,mono,AC,SA,2,180.65,361.3
1929,55,55,mono,AC,SA,1,180.65,180.65
1930,55,55,mono,AC,SA,1,180.65,180.65
1931,55,55,mono,AC,SA,6,180.65,1083.9
1932,55,55,mono,AC,SA,4,180.65,722.6
1933,55,55,mono,AC,SA,10,180.65,1806.5
1934,55,55,mono,AC,SA,22,180.65,3974.3
1935,55,55,mono,AC,UR,NA,94.55,NA
1936,56,56,8 species,no NAAT,AC,NA,5.2,NA
1937,56,56,8 species,no NAAT,BR,3,64.95,194.85
1938,56,56,8 species,no NAAT,BR,2,64.95,129.9
1939,56,56,8 species,no NAAT,BR,3,64.95,194.85
1940,56,56,8 species,no NAAT,BR,1,64.95,64.95
1941,56,56,8 species,no NAAT,BR,1,64.95,64.95
1942,56,56,8 species,no NAAT,BR,2,64.95,129.9
1943,56,56,8 species,no NAAT,BR,1,64.95,64.95
1944,56,56,8 species,no NAAT,BR,2,64.95,129.9
1945,56,56,8 species,no NAAT,BR,2,64.95,129.9
1946,56,56,8 species,no NAAT,BR,3,64.95,194.85
1947,56,56,8 species,no NAAT,BR,1,64.95,64.95
1948,56,56,8 species,no NAAT,HO,NA,12.85,NA
1949,56,56,8 species,no NAAT,FE,4,41.8,167.2
1950,56,56,8 species,no NAAT,FE,1,41.8,41.8
1951,56,56,8 species,no NAAT,FE,7,41.8,292.6
1952,56,56,8 species,no NAAT,FE,5,41.8,209
1953,56,56,8 species,no NAAT,FE,6,41.8,250.8
1954,56,56,8 species,no NAAT,FE,2,41.8,83.6
1955,56,56,8 species,no NAAT,FE,2,41.8,83.6
1956,56,56,8 species,no NAAT,FE,2,41.8,83.6
1957,56,56,8 species,no NAAT,FE,4,41.8,167.2
1958,56,56,8 species,no NAAT,FE,2,41.8,83.6
1959,56,56,8 species,no NAAT,FE,2,41.8,83.6
1960,56,56,8 species,no NAAT,LA,NA,59.1,NA
1961,56,56,8 species,no NAAT,"NAAT",NA,42.6,NA
1962,56,56,8 species,no NAAT,PL,7,28.4,198.8
1963,56,56,8 species,no NAAT,PL,1,28.4,28.4
1964,56,56,8 species,no NAAT,PL,1,28.4,28.4
1965,56,56,8 species,no NAAT,PL,7,28.4,198.8
1966,56,56,8 species,no NAAT,PL,9,28.4,255.6
1967,56,56,8 species,no NAAT,PL,7,28.4,198.8
1968,56,56,8 species,no NAAT,PL,7,28.4,198.8
1969,56,56,8 species,no NAAT,PL,7,28.4,198.8
1970,56,56,8 species,no NAAT,PL,5,28.4,142
1971,56,56,8 species,no NAAT,PL,7,28.4,198.8
1972,56,56,8 species,no NAAT,PL,8,28.4,227.2
1973,56,56,8 species,no NAAT,SA,2,180.65,361.3
1974,56,56,8 species,no NAAT,SA,3,180.65,541.95
1975,56,56,8 species,no NAAT,UR,5,94.55,472.75
1976,56,56,8 species,no NAAT,UR,5,94.55,472.75
1977,56,56,8 species,no NAAT,UR,2,94.55,189.1
1978,56,56,8 species,no NAAT,UR,3,94.55,283.65
1979,56,56,8 species,no NAAT,UR,5,94.55,472.75
1980,56,56,8 species,no NAAT,UR,13,94.55,1229.15
1981,56,56,8 species,no NAAT,UR,7,94.55,661.85
1982,57,57,mono,"NAAT",AC,68,5.2,353.6
1983,57,57,mono,"NAAT",AC,86,5.2,447.2
1984,57,57,mono,"NAAT",AC,56,5.2,291.2
1985,57,57,mono,"NAAT",BR,NA,64.95,NA
1986,57,57,mono,"NAAT",HO,NA,12.85,NA
1987,57,57,mono,"NAAT",FE,2,41.8,83.6
1988,57,57,mono,"NAAT",FE,5,41.8,209
1989,57,57,mono,"NAAT",FE,2,41.8,83.6
1990,57,57,mono,"NAAT",FE,2,41.8,83.6
1991,57,57,mono,"NAAT",FE,2,41.8,83.6
1992,57,57,mono,"NAAT",LA,NA,59.1,NA
1993,57,57,mono,"NAAT","NAAT",80,42.6,3408
1994,57,57,mono,"NAAT","NAAT",50,42.6,2130
1995,57,57,mono,"NAAT","NAAT",40,42.6,1704
1996,57,57,mono,"NAAT","NAAT",38,42.6,1618.8
1997,57,57,mono,"NAAT","NAAT",55,42.6,2343
1998,57,57,mono,"NAAT","NAAT",28,42.6,1192.8
1999,57,57,mono,"NAAT","NAAT",30,42.6,1278
2000,57,57,mono,"NAAT","NAAT",23,42.6,979.8
2001,57,57,mono,"NAAT","NAAT",18,42.6,766.8
2002,57,57,mono,"NAAT","NAAT",34,42.6,1448.4
2003,57,57,mono,"NAAT","NAAT",40,42.6,1704
2004,57,57,mono,"NAAT","NAAT",60,42.6,2556
2005,57,57,mono,"NAAT",PL,7,28.4,198.8
2006,57,57,mono,"NAAT",SA,16,180.65,2890.4
2007,57,57,mono,"NAAT",SA,14,180.65,2529.1
2008,57,57,mono,"NAAT",SA,4,180.65,722.6
2009,57,57,mono,"NAAT",SA,4,180.65,722.6
2010,57,57,mono,"NAAT",SA,1,180.65,180.65
2011,57,57,mono,"NAAT",SA,6,180.65,1083.9
2012,57,57,mono,"NAAT",SA,17,180.65,3071.05
2013,57,57,mono,"NAAT",UR,88,94.55,8320.4
2014,58,58,8 species,no LA,AC,NA,5.2,NA
2015,58,58,8 species,no LA,BR,3,64.95,194.85
2016,58,58,8 species,no LA,BR,6,64.95,389.7
2017,58,58,8 species,no LA,BR,1,64.95,64.95
2018,58,58,8 species,no LA,BR,1,64.95,64.95
2019,58,58,8 species,no LA,BR,1,64.95,64.95
2020,58,58,8 species,no LA,BR,1,64.95,64.95
2021,58,58,8 species,no LA,BR,2,64.95,129.9
2022,58,58,8 species,no LA,BR,2,64.95,129.9
2023,58,58,8 species,no LA,BR,3,64.95,194.85
2024,58,58,8 species,no LA,HO,NA,12.85,NA
2025,58,58,8 species,no LA,FE,6,41.8,250.8
2026,58,58,8 species,no LA,FE,13,41.8,543.4
2027,58,58,8 species,no LA,FE,4,41.8,167.2
2028,58,58,8 species,no LA,FE,2,41.8,83.6
2029,58,58,8 species,no LA,FE,3,41.8,125.4
2030,58,58,8 species,no LA,FE,7,41.8,292.6
2031,58,58,8 species,no LA,FE,4,41.8,167.2
