order,new_number,old_number,plot_type,treatment,species,count,seeds per head,seeds
1,1,1,mono,PL,AC,77,5.2,400.4
2,1,1,mono,PL,BR,NA,64.95,NA
3,1,1,mono,PL,HO,4,12.85,51.4
4,1,1,mono,PL,HO,1,12.85,12.85
5,1,1,mono,PL,HO,7,12.85,89.95
6,1,1,mono,PL,HO,10,12.85,128.5
7,1,1,mono,PL,FE,5,41.8,209
8,1,1,mono,PL,FE,2,41.8,83.6
9,1,1,mono,PL,FE,4,41.8,167.2
10,1,1,mono,PL,FE,3,41.8,125.4
11,1,1,mono,PL,FE,5,41.8,209
12,1,1,mono,PL,LA,NA,59.1,NA
13,1,1,mono,PL,NAAT,,NA,NA
14,1,1,mono,PL,PL,3,28.4,85.2
15,1,1,mono,PL,PL,6,28.4,170.4
16,1,1,mono,PL,PL,8,28.4,227.2
17,1,1,mono,PL,PL,11,28.4,312.4
18,1,1,mono,PL,PL,4,28.4,113.6
19,1,1,mono,PL,PL,6,28.4,170.4
20,1,1,mono,PL,SA,14,180.65,2529.1
21,1,1,mono,PL,UR,6,94.55,567.3
22,1,1,mono,PL,UR,3,94.55,283.65
23,1,1,mono,PL,UR,12,94.55,1134.6
24,2,2,mono,HO,AC,NA,5.2,NA
25,2,2,mono,HO,BR,NA,64.95,NA
26,2,2,mono,HO,HO,22,12.85,282.7
27,2,2,mono,HO,HO,12,12.85,154.2
28,2,2,mono,HO,HO,34,12.85,436.9
29,2,2,mono,HO,HO,10,12.85,128.5
30,2,2,mono,HO,HO,13,12.85,167.05
31,2,2,mono,HO,HO,21,12.85,269.85
32,2,2,mono,HO,HO,5,12.85,64.25
33,2,2,mono,HO,HO,7,12.85,89.95
34,2,2,mono,HO,HO,15,12.85,192.75
35,2,2,mono,HO,FE,1,41.8,41.8
36,2,2,mono,HO,FE,2,41.8,83.6
37,2,2,mono,HO,FE,1,41.8,41.8
38,2,2,mono,HO,FE,2,41.8,83.6
39,2,2,mono,HO,LA,NA,59.1,NA
40,2,2,mono,HO,NAAT,,NA,NA
41,2,2,mono,HO,PL,NA,28.4,NA
42,2,2,mono,HO,SA,NA,180.65,NA
43,2,2,mono,HO,UR,6,94.55,567.3
44,2,2,mono,HO,UR,25,94.55,2363.75
45,2,2,mono,HO,UR,5,94.55,472.75
46,2,2,mono,HO,UR,4,94.55,378.2
47,3,3,8 species,no BR,AC,52,5.2,270.4
48,3,3,8 species,no BR,BR,NA,64.95,NA
49,3,3,8 species,no BR,HO,2,12.85,25.7
50,3,3,8 species,no BR,HO,5,12.85,64.25
51,3,3,8 species,no BR,HO,9,12.85,115.65
52,3,3,8 species,no BR,HO,15,12.85,192.75
53,3,3,8 species,no BR,HO,7,12.85,89.95
54,3,3,8 species,no BR,HO,3,12.85,38.55
55,3,3,8 species,no BR,HO,6,12.85,77.1
56,3,3,8 species,no BR,HO,7,12.85,89.95
57,3,3,8 species,no BR,HO,3,12.85,38.55
58,3,3,8 species,no BR,HO,3,12.85,38.55
59,3,3,8 species,no BR,FE,2,41.8,83.6
60,3,3,8 species,no BR,FE,2,41.8,83.6
61,3,3,8 species,no BR,FE,5,41.8,209
62,3,3,8 species,no BR,FE,2,41.8,83.6
63,3,3,8 species,no BR,FE,3,41.8,125.4
64,3,3,8 species,no BR,FE,2,41.8,83.6
65,3,3,8 species,no BR,FE,6,41.8,250.8
66,3,3,8 species,no BR,FE,2,41.8,83.6
67,3,3,8 species,no BR,FE,1,41.8,41.8
68,3,3,8 species,no BR,LA,2,59.1,118.2
69,3,3,8 species,no BR,LA,4,59.1,236.4
70,3,3,8 species,no BR,LA,6,59.1,354.6
71,3,3,8 species,no BR,LA,2,59.1,118.2
72,3,3,8 species,no BR,LA,3,59.1,177.3
73,3,3,8 species,no BR,NAAT,,NA,NA
74,3,3,8 species,no BR,PL,5,28.4,142
75,3,3,8 species,no BR,PL,7,28.4,198.8
76,3,3,8 species,no BR,PL,5,28.4,142
77,3,3,8 species,no BR,SA,1,180.65,180.65
78,3,3,8 species,no BR,SA,1,180.65,180.65
79,3,3,8 species,no BR,SA,1,180.65,180.65
80,3,3,8 species,no BR,SA,1,180.65,180.65
81,3,3,8 species,no BR,UR,56,94.55,5294.8
82,3,3,8 species,no BR,UR,32,94.55,3025.6
83,3,3,8 species,no BR,UR,6,94.55,567.3
84,3,3,8 species,no BR,UR,7,94.55,661.85
85,3,3,8 species,no BR,UR,2,94.55,189.1
86,3,3,8 species,no BR,UR,10,94.55,945.5
87,3,3,8 species,no BR,UR,3,94.55,283.65
88,3,3,8 species,no BR,UR,16,94.55,1512.8
89,3,3,8 species,no BR,UR,4,94.55,378.2
90,4,4,8 species,no FE,AC,30,5.2,156
91,4,4,8 species,no FE,AC,20,5.2,104
92,4,4,8 species,no FE,BR,1,64.95,64.95
93,4,4,8 species,no FE,HO,3,12.85,38.55
94,4,4,8 species,no FE,HO,9,12.85,115.65
95,4,4,8 species,no FE,HO,8,12.85,102.8
96,4,4,8 species,no FE,HO,6,12.85,77.1
97,4,4,8 species,no FE,HO,4,12.85,51.4
98,4,4,8 species,no FE,HO,6,12.85,77.1
99,4,4,8 species,no FE,FE,3,41.8,125.4
100,4,4,8 species,no FE,FE,2,41.8,83.6
101,4,4,8 species,no FE,FE,4,41.8,167.2
102,4,4,8 species,no FE,FE,4,41.8,167.2
103,4,4,8 species,no FE,LA,NA,59.1,NA
104,4,4,8 species,no FE,NAAT,,NA,NA
105,4,4,8 species,no FE,PL,12,28.4,340.8
106,4,4,8 species,no FE,PL,2,28.4,56.8
107,4,4,8 species,no FE,PL,2,28.4,56.8
108,4,4,8 species,no FE,PL,2,28.4,56.8
109,4,4,8 species,no FE,PL,1,28.4,28.4
110,4,4,8 species,no FE,PL,4,28.4,113.6
111,4,4,8 species,no FE,PL,14,28.4,397.6
112,4,4,8 species,no FE,SA,NA,180.65,NA
113,4,4,8 species,no FE,UR,8,94.55,756.4
114,4,4,8 species,no FE,UR,2,94.55,189.1
115,4,4,8 species,no FE,UR,2,94.55,189.1
116,4,4,8 species,no FE,UR,26,94.55,2458.3
117,4,4,8 species,no FE,UR,17,94.55,1607.35
118,4,4,8 species,no FE,UR,8,94.55,756.4
119,4,4,8 species,no FE,UR,7,94.55,661.85
120,4,4,8 species,no FE,UR,12,94.55,1134.6
121,4,4,8 species,no FE,UR,16,94.55,1512.8
122,4,4,8 species,no FE,UR,10,94.55,945.5
123,5,5,8 species,no PL,AC,32,5.2,166.4
124,5,5,8 species,no PL,AC,176,5.2,915.2
125,5,5,8 species,no PL,AC,22,5.2,114.4
126,5,5,8 species,no PL,AC,25,5.2,130
127,5,5,8 species,no PL,BR,1,64.95,64.95
128,5,5,8 species,no PL,HO,4,12.85,51.4
129,5,5,8 species,no PL,HO,4,12.85,51.4
130,5,5,8 species,no PL,HO,4,12.85,51.4
131,5,5,8 species,no PL,HO,25,12.85,321.25
132,5,5,8 species,no PL,HO,10,12.85,128.5
133,5,5,8 species,no PL,HO,11,12.85,141.35
134,5,5,8 species,no PL,HO,22,12.85,282.7
135,5,5,8 species,no PL,HO,3,12.85,38.55
136,5,5,8 species,no PL,HO,7,12.85,89.95
137,5,5,8 species,no PL,HO,14,12.85,179.9
138,5,5,8 species,no PL,FE,5,41.8,209
139,5,5,8 species,no PL,FE,3,41.8,125.4
140,5,5,8 species,no PL,FE,5,41.8,209
141,5,5,8 species,no PL,FE,4,41.8,167.2
142,5,5,8 species,no PL,FE,5,41.8,209
143,5,5,8 species,no PL,FE,6,41.8,250.8
144,5,5,8 species,no PL,FE,4,41.8,167.2
145,5,5,8 species,no PL,FE,4,41.8,167.2
146,5,5,8 species,no PL,FE,3,41.8,125.4
147,5,5,8 species,no PL,FE,3,41.8,125.4
148,5,5,8 species,no PL,LA,NA,59.1,NA
149,5,5,8 species,no PL,NAAT,,NA,NA
150,5,5,8 species,no PL,PL,NA,28.4,NA
151,5,5,8 species,no PL,SA,NA,180.65,NA
152,5,5,8 species,no PL,UR,5,94.55,472.75
153,5,5,8 species,no PL,UR,5,94.55,472.75
154,5,5,8 species,no PL,UR,10,94.55,945.5
155,5,5,8 species,no PL,UR,3,94.55,283.65
156,5,5,8 species,no PL,UR,9,94.55,850.95
157,5,5,8 species,no PL,UR,15,94.55,1418.25
158,5,5,8 species,no PL,UR,3,94.55,283.65
159,5,5,8 species,no PL,UR,38,94.55,3592.9
160,5,5,8 species,no PL,UR,20,94.55,1891
161,5,5,8 species,no PL,UR,2,94.55,189.1
162,6,9,mono,SA,AC,42,5.2,218.4
163,6,9,mono,SA,BR,5,64.95,324.75
164,6,9,mono,SA,HO,5,12.85,64.25
165,6,9,mono,SA,FE,3,41.8,125.4
166,6,9,mono,SA,FE,3,41.8,125.4
167,6,9,mono,SA,FE,1,41.8,41.8
168,6,9,mono,SA,FE,3,41.8,125.4
169,6,9,mono,SA,FE,7,41.8,292.6
170,6,9,mono,SA,FE,2,41.8,83.6
171,6,9,mono,SA,FE,2,41.8,83.6
172,6,9,mono,SA,FE,4,41.8,167.2
173,6,9,mono,SA,FE,5,41.8,209
174,6,9,mono,SA,FE,1,41.8,41.8
175,6,9,mono,SA,LA,NA,59.1,NA
176,6,9,mono,SA,NAAT,,NA,NA
177,6,9,mono,SA,PL,16,28.4,454.4
178,6,9,mono,SA,PL,6,28.4,170.4
179,6,9,mono,SA,PL,3,28.4,85.2
180,6,9,mono,SA,PL,3,28.4,85.2
181,6,9,mono,SA,PL,4,28.4,113.6
182,6,9,mono,SA,PL,4,28.4,113.6
183,6,9,mono,SA,PL,6,28.4,170.4
184,6,9,mono,SA,SA,5,180.65,903.25
185,6,9,mono,SA,SA,4,180.65,722.6
186,6,9,mono,SA,SA,4,180.65,722.6
187,6,9,mono,SA,SA,3,180.65,541.95
188,6,9,mono,SA,SA,5,180.65,903.25
189,6,9,mono,SA,SA,4,180.65,722.6
190,6,9,mono,SA,SA,1,180.65,180.65
191,6,9,mono,SA,SA,4,180.65,722.6
192,6,9,mono,SA,SA,22,180.65,3974.3
193,6,9,mono,SA,SA,7,180.65,1264.55
194,6,9,mono,SA,SA,10,180.65,1806.5
195,6,9,mono,SA,UR,16,94.55,1512.8
196,6,9,mono,SA,UR,6,94.55,567.3
197,7,7,all,all 9,AC,114,5.2,592.8
198,7,7,all,all9,AC,120,5.2,624
199,7,7,all,all 9,AC,168,5.2,873.6
200,7,7,all,all 9,AC,16,5.2,83.2
201,7,7,all,all 9,BR,3,64.95,194.85
202,7,7,all,all 9,BR,1,64.95,64.95
203,7,7,all,all 9,BR,1,64.95,64.95
204,7,7,all,all 9,BR,5,64.95,324.75
205,7,7,all,all 9,BR,4,64.95,259.8
206,7,7,all,all 9,BR,1,64.95,64.95
207,7,7,all,all 9,HO,6,12.85,77.1
208,7,7,all,all 9,HO,4,12.85,51.4
209,7,7,all,all 9,HO,3,12.85,38.55
210,7,7,all,all 9,HO,19,12.85,244.15
211,7,7,all,all 9,HO,11,12.85,141.35
212,7,7,all,all 9,HO,5,12.85,64.25
213,7,7,all,all 9,HO,29,12.85,372.65
214,7,7,all,all 9,HO,10,12.85,128.5
215,7,7,all,all 9,HO,4,12.85,51.4
216,7,7,all,all 9,HO,2,12.85,25.7
217,7,7,all,all 9,FE,1,41.8,41.8
218,7,7,all,all 9,FE,4,41.8,167.2
219,7,7,all,all 9,FE,3,41.8,125.4
220,7,7,all,all 9,FE,11,41.8,459.8
221,7,7,all,all 9,FE,3,41.8,125.4
222,7,7,all,all 9,FE,5,41.8,209
223,7,7,all,all 9,FE,4,41.8,167.2
224,7,7,all,all 9,FE,1,41.8,41.8
225,7,7,all,all 9,FE,2,41.8,83.6
226,7,7,all,all 9,FE,3,41.8,125.4
227,7,7,all,all 9,LA,1,59.1,59.1
228,7,7,all,all 9,LA,1,59.1,59.1
229,7,7,all,all 9,LA,3,59.1,177.3
230,7,7,all,all 9,LA,3,59.1,177.3
231,7,7,all,all 9,NAAT,,NA,NA
232,7,7,all,all 9,PL,4,28.4,113.6
233,7,7,all,all 9,PL,1,28.4,28.4
234,7,7,all,all 9,PL,2,28.4,56.8
235,7,7,all,all 9,SA,NA,180.65,NA
236,7,7,all,all 9,UR,9,94.55,850.95
237,7,7,all,all 9,UR,2,94.55,189.1
238,7,7,all,all 9,UR,6,94.55,567.3
239,7,7,all,all 9,UR,15,94.55,1418.25
240,7,7,all,all 9,UR,5,94.55,472.75
241,7,7,all,all 9,UR,20,94.55,1891
242,7,7,all,all 9,UR,10,94.55,945.5
243,7,7,all,all 9,UR,11,94.55,1040.05
244,7,7,all,all 9,UR,6,94.55,567.3
245,7,7,all,all 9,UR,2,94.55,189.1
246,8,8,8 species,no SA,AC,88,5.2,457.6
247,8,8,8 species,no SA,BR,1,64.95,64.95
248,8,8,8 species,no SA,BR,1,64.95,64.95
249,8,8,8 species,no SA,BR,3,64.95,194.85
250,8,8,8 species,no SA,HO,3,12.85,38.55
251,8,8,8 species,no SA,HO,24,12.85,308.4
252,8,8,8 species,no SA,HO,17,12.85,218.45
253,8,8,8 species,no SA,HO,10,12.85,128.5
254,8,8,8 species,no SA,HO,2,12.85,25.7
255,8,8,8 species,no SA,HO,6,12.85,77.1
256,8,8,8 species,no SA,HO,9,12.85,115.65
257,8,8,8 species,no SA,HO,13,12.85,167.05
258,8,8,8 species,no SA,HO,12,12.85,154.2
259,8,8,8 species,no SA,HO,4,12.85,51.4
260,8,8,8 species,no SA,FE,3,41.8,125.4
261,8,8,8 species,no SA,FE,5,41.8,209
262,8,8,8 species,no SA,FE,3,41.8,125.4
263,8,8,8 species,no SA,FE,5,41.8,209
264,8,8,8 species,no SA,FE,2,41.8,83.6
265,8,8,8 species,no SA,FE,1,41.8,41.8
266,8,8,8 species,no SA,FE,1,41.8,41.8
267,8,8,8 species,no SA,FE,3,41.8,125.4
268,8,8,8 species,no SA,FE,5,41.8,209
269,8,8,8 species,no SA,FE,4,41.8,167.2
270,8,8,8 species,no SA,LA,5,59.1,295.5
271,8,8,8 species,no SA,LA,4,59.1,236.4
272,8,8,8 species,no SA,LA,1,59.1,59.1
273,8,8,8 species,no SA,LA,5,59.1,295.5
274,8,8,8 species,no SA,LA,4,59.1,236.4
275,8,8,8 species,no SA,LA,3,59.1,177.3
276,8,8,8 species,no SA,NAAT,,NA,NA
277,8,8,8 species,no SA,PL,6,28.4,170.4
278,8,8,8 species,no SA,SA,NA,180.65,NA
279,8,8,8 species,no SA,UR,4,94.55,378.2
280,8,8,8 species,no SA,UR,9,94.55,850.95
281,8,8,8 species,no SA,UR,14,94.55,1323.7
282,8,8,8 species,no SA,UR,4,94.55,378.2
283,8,8,8 species,no SA,UR,37,94.55,3498.35
284,8,8,8 species,no SA,UR,5,94.55,472.75
285,8,8,8 species,no SA,UR,8,94.55,756.4
286,8,8,8 species,no SA,UR,17,94.55,1607.35
287,8,8,8 species,no SA,UR,13,94.55,1229.15
288,8,8,8 species,no SA,UR,30,94.55,2836.5
289,9,6,mono,LA,AC,27,5.2,140.4
290,9,6,mono,LA,BR,NA,64.95,NA
291,9,6,mono,LA,HO,8,12.85,102.8
292,9,6,mono,LA,FE,5,41.8,209
293,9,6,mono,LA,FE,3,41.8,125.4
294,9,6,mono,LA,FE,3,41.8,125.4
295,9,6,mono,LA,FE,2,41.8,83.6
296,9,6,mono,LA,FE,4,41.8,167.2
297,9,6,mono,LA,FE,6,41.8,250.8
298,9,6,mono,LA,FE,1,41.8,41.8
299,9,6,mono,LA,LA,17,59.1,1004.7
300,9,6,mono,LA,LA,36,59.1,2127.6
301,9,6,mono,LA,LA,13,59.1,768.3
302,9,6,mono,LA,LA,7,59.1,413.7
303,9,6,mono,LA,LA,8,59.1,472.8
304,9,6,mono,LA,LA,20,59.1,1182
305,9,6,mono,LA,LA,7,59.1,413.7
306,9,6,mono,LA,LA,10,59.1,591
307,9,6,mono,LA,LA,10,59.1,591
308,9,6,mono,LA,NAAT,,NA,NA
309,9,6,mono,LA,PL,25,28.4,710
310,9,6,mono,LA,SA,1,180.65,180.65
311,9,6,mono,LA,SA,8,180.65,1445.2
312,9,6,mono,LA,UR,6,94.55,567.3
313,9,6,mono,LA,UR,57,94.55,5389.35
314,9,6,mono,LA,UR,81,94.55,7658.55
315,10,10,mono,UR,AC,NA,5.2,NA
316,10,10,mono,UR,BR,NA,64.95,NA
317,10,10,mono,UR,HO,NA,12.85,NA
318,10,10,mono,UR,FE,2,41.8,83.6
319,10,10,mono,UR,FE,1,41.8,41.8
320,10,10,mono,UR,LA,NA,59.1,NA
321,10,10,mono,UR,NAAT,,NA,NA
322,10,10,mono,UR,PL,5,28.4,142
323,10,10,mono,UR,SA,NA,180.65,NA
324,10,10,mono,UR,UR,2,94.55,189.1
325,10,10,mono,UR,UR,3,94.55,283.65
326,10,10,mono,UR,UR,4,94.55,378.2
327,10,10,mono,UR,UR,3,94.55,283.65
328,10,10,mono,UR,UR,29,94.55,2741.95
329,10,10,mono,UR,UR,2,94.55,189.1
330,10,10,mono,UR,UR,3,94.55,283.65
331,10,10,mono,UR,UR,3,94.55,283.65
332,10,10,mono,UR,UR,17,94.55,1607.35
333,10,10,mono,UR,UR,8,94.55,756.4
334,11,11,bare,bare,AC,548,5.2,2849.6
335,11,11,bare,bare,AC,18,5.2,93.6
336,11,11,bare,bare,AC,428,5.2,2225.6
337,11,11,bare,bare,BR,NA,64.95,NA
338,11,11,bare,bare,HO,22,12.85,282.7
339,11,11,bare,bare,FE,NA,41.8,NA
340,11,11,bare,bare,LA,13,59.1,768.3
341,11,11,bare,bare,NAAT,,NA,NA
342,11,11,bare,bare,PL,19,28.4,539.6
343,11,11,bare,bare,PL,10,28.4,284
344,11,11,bare,bare,PL,10,28.4,284
345,11,11,bare,bare,PL,20,28.4,568
346,11,11,bare,bare,SA,6,180.65,1083.9
347,11,11,bare,bare,UR,85,94.55,8036.75
348,12,12,mono,FE,AC,302,5.2,1570.4
349,12,12,mono,FE,AC,474,5.2,2464.8
350,12,12,mono,FE,BR,2,64.95,129.9
351,12,12,mono,FE,HO,5,12.85,64.25
352,12,12,mono,FE,HO,2,12.85,25.7
353,12,12,mono,FE,HO,2,12.85,25.7
354,12,12,mono,FE,HO,51,12.85,655.35
355,12,12,mono,FE,HO,6,12.85,77.1
356,12,12,mono,FE,HO,166,12.85,2133.1
357,12,12,mono,FE,HO,4,12.85,51.4
358,12,12,mono,FE,HO,10,12.85,128.5
359,12,12,mono,FE,HO,14,12.85,179.9
360,12,12,mono,FE,HO,15,12.85,192.75
361,12,12,mono,FE,FE,4,41.8,167.2
362,12,12,mono,FE,FE,3,41.8,125.4
363,12,12,mono,FE,FE,23,41.8,961.4
364,12,12,mono,FE,FE,4,41.8,167.2
365,12,12,mono,FE,FE,3,41.8,125.4
366,12,12,mono,FE,FE,3,41.8,125.4
367,12,12,mono,FE,FE,4,41.8,167.2
368,12,12,mono,FE,FE,3,41.8,125.4
369,12,12,mono,FE,FE,5,41.8,209
370,12,12,mono,FE,LA,NA,59.1,NA
371,12,12,mono,FE,NAAT,,NA,NA
372,12,12,mono,FE,PL,11,28.4,312.4
373,12,12,mono,FE,PL,5,28.4,142
374,12,12,mono,FE,PL,7,28.4,198.8
375,12,12,mono,FE,PL,3,28.4,85.2
376,12,12,mono,FE,PL,4,28.4,113.6
377,12,12,mono,FE,PL,9,28.4,255.6
378,12,12,mono,FE,PL,31,28.4,880.4
379,12,12,mono,FE,PL,20,28.4,568
380,12,12,mono,FE,PL,7,28.4,198.8
381,12,12,mono,FE,PL,11,28.4,312.4
382,12,12,mono,FE,SA,NA,180.65,NA
383,12,12,mono,FE,UR,3,94.55,283.65
384,12,12,mono,FE,UR,8,94.55,756.4
385,12,12,mono,FE,UR,3,94.55,283.65
386,12,12,mono,FE,UR,5,94.55,472.75
387,12,12,mono,FE,UR,29,94.55,2741.95
388,12,12,mono,FE,UR,4,94.55,378.2
389,12,12,mono,FE,UR,11,94.55,1040.05
390,13,13,8 species,no AC,AC,25,5.2,130
391,13,13,8 species,no AC,BR,1,64.95,64.95
392,13,13,8 species,no AC,BR,1,64.95,64.95
393,13,13,8 species,no AC,BR,1,64.95,64.95
394,13,13,8 species,no AC,HO,10,12.85,128.5
395,13,13,8 species,no AC,HO,5,12.85,64.25
396,13,13,8 species,no AC,HO,14,12.85,179.9
397,13,13,8 species,no AC,HO,7,12.85,89.95
398,13,13,8 species,no AC,HO,11,12.85,141.35
399,13,13,8 species,no AC,HO,4,12.85,51.4
400,13,13,8 species,no AC,HO,7,12.85,89.95
401,13,13,8 species,no AC,HO,3,12.85,38.55
402,13,13,8 species,no AC,HO,2,12.85,25.7
403,13,13,8 species,no AC,HO,21,12.85,269.85
404,13,13,8 species,no AC,FE,2,41.8,83.6
405,13,13,8 species,no AC,FE,1,41.8,41.8
406,13,13,8 species,no AC,FE,3,41.8,125.4
407,13,13,8 species,no AC,FE,3,41.8,125.4
408,13,13,8 species,no AC,FE,2,41.8,83.6
409,13,13,8 species,no AC,FE,5,41.8,209
410,13,13,8 species,no AC,FE,1,41.8,41.8
411,13,13,8 species,no AC,FE,3,41.8,125.4
412,13,13,8 species,no AC,FE,2,41.8,83.6
413,13,13,8 species,no AC,FE,1,41.8,41.8
414,13,13,8 species,no AC,LA,2,59.1,118.2
415,13,13,8 species,no AC,LA,2,59.1,118.2
416,13,13,8 species,no AC,NAAT,,NA,NA
417,13,13,8 species,no AC,PL,4,28.4,113.6
418,13,13,8 species,no AC,PL,14,28.4,397.6
419,13,13,8 species,no AC,PL,9,28.4,255.6
420,13,13,8 species,no AC,PL,6,28.4,170.4
421,13,13,8 species,no AC,PL,4,28.4,113.6
422,13,13,8 species,no AC,PL,97,28.4,2754.8
423,13,13,8 species,no AC,PL,8,28.4,227.2
424,13,13,8 species,no AC,PL,4,28.4,113.6
425,13,13,8 species,no AC,PL,8,28.4,227.2
426,13,13,8 species,no AC,SA,7,180.65,1264.55
427,13,13,8 species,no AC,SA,8,180.65,1445.2
428,13,13,8 species,no AC,UR,3,94.55,283.65
429,13,13,8 species,no AC,UR,4,94.55,378.2
430,13,13,8 species,no AC,UR,4,94.55,378.2
431,13,13,8 species,no AC,UR,12,94.55,1134.6
432,13,13,8 species,no AC,UR,5,94.55,472.75
433,13,13,8 species,no AC,UR,3,94.55,283.65
434,13,13,8 species,no AC,UR,5,94.55,472.75
435,13,13,8 species,no AC,UR,23,94.55,2174.65
436,13,13,8 species,no AC,UR,106,94.55,10022.3
437,13,13,8 species,no AC,UR,36,94.55,3403.8
438,14,14,8 species,no LA,AC,411,5.2,2137.2
439,14,14,8 species,no LA,AC,186,5.2,967.2
440,14,14,8 species,no LA,AC,209,5.2,1086.8
441,14,14,8 species,no LA,AC,36,5.2,187.2
442,14,14,8 species,no LA,AC,80,5.2,416
443,14,14,8 species,no LA,AC,182,5.2,946.4
444,14,14,8 species,no LA,AC,34,5.2,176.8
445,14,14,8 species,no LA,BR,5,64.95,324.75
446,14,14,8 species,no LA,BR,3,64.95,194.85
447,14,14,8 species,no LA,BR,1,64.95,64.95
448,14,14,8 species,no LA,BR,1,64.95,64.95
449,14,14,8 species,no LA,BR,8,64.95,519.6
450,14,14,8 species,no LA,BR,3,64.95,194.85
451,14,14,8 species,no LA,BR,1,64.95,64.95
452,14,14,8 species,no LA,HO,3,12.85,38.55
453,14,14,8 species,no LA,HO,4,12.85,51.4
454,14,14,8 species,no LA,HO,3,12.85,38.55
455,14,14,8 species,no LA,HO,13,12.85,167.05
456,14,14,8 species,no LA,HO,8,12.85,102.8
457,14,14,8 species,no LA,HO,7,12.85,89.95
458,14,14,8 species,no LA,HO,44,12.85,565.4
459,14,14,8 species,no LA,HO,6,12.85,77.1
460,14,14,8 species,no LA,HO,5,12.85,64.25
461,14,14,8 species,no LA,HO,11,12.85,141.35
462,14,14,8 species,no LA,FE,2,41.8,83.6
463,14,14,8 species,no LA,FE,1,41.8,41.8
464,14,14,8 species,no LA,FE,5,41.8,209
465,14,14,8 species,no LA,FE,8,41.8,334.4
466,14,14,8 species,no LA,FE,1,41.8,41.8
467,14,14,8 species,no LA,FE,5,41.8,209
468,14,14,8 species,no LA,FE,5,41.8,209
469,14,14,8 species,no LA,FE,4,41.8,167.2
470,14,14,8 species,no LA,FE,2,41.8,83.6
471,14,14,8 species,no LA,FE,1,41.8,41.8
472,14,14,8 species,no LA,LA,NA,59.1,NA
473,14,14,8 species,no LA,NAAT,,NA,NA
474,14,14,8 species,no LA,PL,39,28.4,1107.6
475,14,14,8 species,no LA,PL,21,28.4,596.4
476,14,14,8 species,no LA,SA,15,180.65,2709.75
477,14,14,8 species,no LA,SA,10,180.65,1806.5
478,14,14,8 species,no LA,SA,3,180.65,541.95
479,14,14,8 species,no LA,SA,5,180.65,903.25
480,14,14,8 species,no LA,SA,3,180.65,541.95
481,14,14,8 species,no LA,SA,5,180.65,903.25
482,14,14,8 species,no LA,SA,54,180.65,9755.1
483,14,14,8 species,no LA,SA,64,180.65,11561.6
484,14,14,8 species,no LA,SA,5,180.65,903.25
485,14,14,8 species,no LA,SA,11,180.65,1987.15
486,14,14,8 species,no LA,UR,6,94.55,567.3
487,14,14,8 species,no LA,UR,2,94.55,189.1
488,14,14,8 species,no LA,UR,3,94.55,283.65
489,14,14,8 species,no LA,UR,5,94.55,472.75
490,14,14,8 species,no LA,UR,23,94.55,2174.65
491,14,14,8 species,no LA,UR,7,94.55,661.85
492,14,14,8 species,no LA,UR,4,94.55,378.2
493,14,14,8 species,no LA,UR,9,94.55,850.95
494,14,14,8 species,no LA,UR,8,94.55,756.4
495,14,14,8 species,no LA,UR,3,94.55,283.65
496,15,15,8 species,no UR,AC,51,5.2,265.2
497,15,15,8 species,no UR,BR,3,64.95,194.85
498,15,15,8 species,no UR,BR,3,64.95,194.85
499,15,15,8 species,no UR,BR,2,64.95,129.9
500,15,15,8 species,no UR,BR,1,64.95,64.95
501,15,15,8 species,no UR,BR,1,64.95,64.95
502,15,15,8 species,no UR,HO,16,12.85,205.6
503,15,15,8 species,no UR,HO,5,12.85,64.25
504,15,15,8 species,no UR,HO,8,12.85,102.8
505,15,15,8 species,no UR,HO,13,12.85,167.05
506,15,15,8 species,no UR,HO,9,12.85,115.65
507,15,15,8 species,no UR,HO,1,12.85,12.85
508,15,15,8 species,no UR,HO,4,12.85,51.4
509,15,15,8 species,no UR,HO,7,12.85,89.95
510,15,15,8 species,no UR,HO,14,12.85,179.9
511,15,15,8 species,no UR,HO,5,12.85,64.25
512,15,15,8 species,no UR,FE,4,41.8,167.2
513,15,15,8 species,no UR,FE,4,41.8,167.2
514,15,15,8 species,no UR,FE,4,41.8,167.2
515,15,15,8 species,no UR,FE,2,41.8,83.6
516,15,15,8 species,no UR,FE,2,41.8,83.6
517,15,15,8 species,no UR,FE,4,41.8,167.2
518,15,15,8 species,no UR,FE,8,41.8,334.4
519,15,15,8 species,no UR,FE,1,41.8,41.8
520,15,15,8 species,no UR,FE,2,41.8,83.6
521,15,15,8 species,no UR,FE,3,41.8,125.4
522,15,15,8 species,no UR,FE,6,41.8,250.8
523,15,15,8 species,no UR,LA,1,59.1,59.1
524,15,15,8 species,no UR,LA,1,59.1,59.1
525,15,15,8 species,no UR,LA,1,59.1,59.1
526,15,15,8 species,no UR,NAAT,,NA,NA
527,15,15,8 species,no UR,PL,NA,28.4,NA
528,15,15,8 species,no UR,SA,1,180.65,180.65
529,15,15,8 species,no UR,SA,1,180.65,180.65
530,15,15,8 species,no UR,SA,1,180.65,180.65
531,15,15,8 species,no UR,SA,16,180.65,2890.4
532,15,15,8 species,no UR,SA,17,180.65,3071.05
533,15,15,8 species,no UR,SA,10,180.65,1806.5
534,15,15,8 species,no UR,SA,8,180.65,1445.2
535,15,15,8 species,no UR,SA,10,180.65,1806.5
