order,new_number,old_number,plot_type,treatment,species,count,seeds per head,seeds 
1499,47,47,mono,LA,HO,21,12.85,269.85
1500,47,47,mono,LA,FE,2,41.8,83.6
1501,47,47,mono,LA,FE,4,41.8,167.2
1502,47,47,mono,LA,FE,3,41.8,125.4
1503,47,47,mono,LA,FE,5,41.8,209
1504,47,47,mono,LA,FE,8,41.8,334.4
1505,47,47,mono,LA,FE,4,41.8,167.2
1506,47,47,mono,LA,FE,7,41.8,292.6
1507,47,47,mono,LA,FE,4,41.8,167.2
1508,47,47,mono,LA,FE,6,41.8,250.8
1509,47,47,mono,LA,FE,3,41.8,125.4
1510,47,47,mono,LA,LA,NA,59.1,NA
1511,47,47,mono,LA,NAAT,,NA,NA
1512,47,47,mono,LA,PL,10,28.4,284
1513,47,47,mono,LA,PL,16,28.4,454.4
1514,47,47,mono,LA,PL,16,28.4,454.4
1515,47,47,mono,LA,PL,10,28.4,284
1516,47,47,mono,LA,PL,11,28.4,312.4
1517,47,47,mono,LA,PL,11,28.4,312.4
1518,47,47,mono,LA,PL,7,28.4,198.8
1519,47,47,mono,LA,PL,19,28.4,539.6
1520,47,47,mono,LA,PL,7,28.4,198.8
1521,47,47,mono,LA,PL,9,28.4,255.6
1522,47,47,mono,LA,SA,7,180.65,1264.55
1523,47,47,mono,LA,SA,32,180.65,5780.8
1524,47,47,mono,LA,UR,20,94.55,1891
1525,47,47,mono,LA,UR,15,94.55,1418.25
1526,48,48,8 species,no FE,AC,140,5.2,728
1527,48,48,8 species,no FE,AC,68,5.2,353.6
1528,48,48,8 species,no FE,AC,218,5.2,1133.6
1529,48,48,8 species,no FE,AC,44,5.2,228.8
1530,48,48,8 species,no FE,AC,35,5.2,182
1531,48,48,8 species,no FE,AC,51,5.2,265.2
1532,48,48,8 species,no FE,AC,77,5.2,400.4
1533,48,48,8 species,no FE,BR,3,64.95,194.85
1534,48,48,8 species,no FE,BR,2,64.95,129.9
1535,48,48,8 species,no FE,BR,1,64.95,64.95
1536,48,48,8 species,no FE,HO,11,12.85,141.35
1537,48,48,8 species,no FE,HO,18,12.85,231.3
1538,48,48,8 species,no FE,HO,16,12.85,205.6
1539,48,48,8 species,no FE,HO,6,12.85,77.1
1540,48,48,8 species,no FE,HO,4,12.85,51.4
1541,48,48,8 species,no FE,FE,3,41.8,125.4
1542,48,48,8 species,no FE,FE,8,41.8,334.4
1543,48,48,8 species,no FE,FE,3,41.8,125.4
1544,48,48,8 species,no FE,FE,4,41.8,167.2
1545,48,48,8 species,no FE,FE,5,41.8,209
1546,48,48,8 species,no FE,FE,4,41.8,167.2
1547,48,48,8 species,no FE,FE,3,41.8,125.4
1548,48,48,8 species,no FE,FE,4,41.8,167.2
1549,48,48,8 species,no FE,FE,1,41.8,41.8
1550,48,48,8 species,no FE,FE,4,41.8,167.2
1551,48,48,8 species,no FE,LA,2,59.1,118.2
1552,48,48,8 species,no FE,LA,1,59.1,59.1
1553,48,48,8 species,no FE,LA,2,59.1,118.2
1554,48,48,8 species,no FE,LA,3,59.1,177.3
1555,48,48,8 species,no FE,NAAT,,NA,NA
1556,48,48,8 species,no FE,PL,8,28.4,227.2
1557,48,48,8 species,no FE,PL,5,28.4,142
1558,48,48,8 species,no FE,PL,6,28.4,170.4
1559,48,48,8 species,no FE,PL,13,28.4,369.2
1560,48,48,8 species,no FE,PL,8,28.4,227.2
1561,48,48,8 species,no FE,SA,12,180.65,2167.8
1562,48,48,8 species,no FE,SA,17,180.65,3071.05
1563,48,48,8 species,no FE,SA,34,180.65,6142.1
1564,48,48,8 species,no FE,SA,12,180.65,2167.8
1565,48,48,8 species,no FE,SA,24,180.65,4335.6
1566,48,48,8 species,no FE,SA,9,180.65,1625.85
1567,48,48,8 species,no FE,SA,5,180.65,903.25
1568,48,48,8 species,no FE,SA,39,180.65,7045.35
1569,48,48,8 species,no FE,SA,10,180.65,1806.5
1570,48,48,8 species,no FE,UR,4,94.55,378.2
1571,48,48,8 species,no FE,UR,3,94.55,283.65
1572,48,48,8 species,no FE,UR,3,94.55,283.65
1573,48,48,8 species,no FE,UR,3,94.55,283.65
1574,49,49,mono,SA,AC,16,5.2,83.2
1575,49,49,mono,SA,AC,32,5.2,166.4
1576,49,49,mono,SA,BR,NA,64.95,NA
1577,49,49,mono,SA,HO,4,12.85,51.4
1578,49,49,mono,SA,HO,1,12.85,12.85
1579,49,49,mono,SA,HO,2,12.85,25.7
1580,49,49,mono,SA,HO,14,12.85,179.9
1581,49,49,mono,SA,FE,7,41.8,292.6
1582,49,49,mono,SA,FE,2,41.8,83.6
1583,49,49,mono,SA,FE,1,41.8,41.8
1584,49,49,mono,SA,FE,1,41.8,41.8
1585,49,49,mono,SA,FE,2,41.8,83.6
1586,49,49,mono,SA,FE,2,41.8,83.6
1587,49,49,mono,SA,FE,3,41.8,125.4
1588,49,49,mono,SA,FE,3,41.8,125.4
1589,49,49,mono,SA,FE,8,41.8,334.4
1590,49,49,mono,SA,FE,3,41.8,125.4
1591,49,49,mono,SA,LA,NA,59.1,NA
1592,49,49,mono,SA,NAAT,,NA,NA
1593,49,49,mono,SA,PL,17,28.4,482.8
1594,49,49,mono,SA,PL,13,28.4,369.2
1595,49,49,mono,SA,PL,12,28.4,340.8
1596,49,49,mono,SA,PL,23,28.4,653.2
1597,49,49,mono,SA,SA,6,180.65,1083.9
1598,49,49,mono,SA,SA,15,180.65,2709.75
1599,49,49,mono,SA,SA,15,180.65,2709.75
1600,49,49,mono,SA,SA,43,180.65,7767.95
1601,49,49,mono,SA,SA,42,180.65,7587.3
1602,49,49,mono,SA,SA,3,180.65,541.95
1603,49,49,mono,SA,SA,15,180.65,2709.75
1604,49,49,mono,SA,SA,5,180.65,903.25
1605,49,49,mono,SA,UR,20,94.55,1891
1606,49,49,mono,SA,UR,7,94.55,661.85
1607,50,50,8 species,no AC,AC,NA,5.2,NA
1608,50,50,8 species,no AC,BR,3,64.95,194.85
1609,50,50,8 species,no AC,BR,2,64.95,129.9
1610,50,50,8 species,no AC,BR,1,64.95,64.95
1611,50,50,8 species,no AC,BR,1,64.95,64.95
1612,50,50,8 species,no AC,BR,2,64.95,129.9
1613,50,50,8 species,no AC,BR,3,64.95,194.85
1614,50,50,8 species,no AC,BR,3,64.95,194.85
1615,50,50,8 species,no AC,BR,3,64.95,194.85
1616,50,50,8 species,no AC,BR,1,64.95,64.95
1617,50,50,8 species,no AC,BR,1,64.95,64.95
1618,50,50,8 species,no AC,BR,4,64.95,259.8
1619,50,50,8 species,no AC,HO,6,12.85,77.1
1620,50,50,8 species,no AC,HO,8,12.85,102.8
1621,50,50,8 species,no AC,HO,8,12.85,102.8
1622,50,50,8 species,no AC,HO,11,12.85,141.35
1623,50,50,8 species,no AC,HO,22,12.85,282.7
1624,50,50,8 species,no AC,HO,6,12.85,77.1
1625,50,50,8 species,no AC,HO,9,12.85,115.65
1626,50,50,8 species,no AC,HO,9,12.85,115.65
1627,50,50,8 species,no AC,HO,12,12.85,154.2
1628,50,50,8 species,no AC,FE,5,41.8,209
1629,50,50,8 species,no AC,FE,5,41.8,209
1630,50,50,8 species,no AC,FE,3,41.8,125.4
1631,50,50,8 species,no AC,FE,2,41.8,83.6
1632,50,50,8 species,no AC,FE,3,41.8,125.4
1633,50,50,8 species,no AC,FE,5,41.8,209
1634,50,50,8 species,no AC,FE,3,41.8,125.4
1635,50,50,8 species,no AC,LA,NA,59.1,NA
1636,50,50,8 species,no AC,NAAT,,NA,NA
1637,50,50,8 species,no AC,PL,2,28.4,56.8
1638,50,50,8 species,no AC,PL,14,28.4,397.6
1639,50,50,8 species,no AC,PL,10,28.4,284
1640,50,50,8 species,no AC,SA,5,180.65,903.25
1641,50,50,8 species,no AC,SA,3,180.65,541.95
1642,50,50,8 species,no AC,SA,4,180.65,722.6
1643,50,50,8 species,no AC,UR,5,94.55,472.75
1644,50,50,8 species,no AC,UR,72,94.55,6807.6
1645,50,50,8 species,no AC,UR,34,94.55,3214.7
1646,50,50,8 species,no AC,UR,34,94.55,3214.7
1647,50,50,8 species,no AC,UR,37,94.55,3498.35
1648,51,51,8 species,no HO,AC,279,5.2,1450.8
1649,51,51,8 species,no HO,AC,316,5.2,1643.2
1650,51,51,8 species,no HO,AC,42,5.2,218.4
1651,51,51,8 species,no HO,AC,186,5.2,967.2
1652,51,51,8 species,no HO,AC,36,5.2,187.2
1653,51,51,8 species,no HO,AC,168,5.2,873.6
1654,51,51,8 species,no HO,AC,65,5.2,338
1655,51,51,8 species,no HO,AC,72,5.2,374.4
1656,51,51,8 species,no HO,AC,77,5.2,400.4
1657,51,51,8 species,no HO,AC,105,5.2,546
1658,51,51,8 species,no HO,BR,3,64.95,194.85
1659,51,51,8 species,no HO,BR,1,64.95,64.95
1660,51,51,8 species,no HO,BR,1,64.95,64.95
1661,51,51,8 species,no HO,BR,4,64.95,259.8
1662,51,51,8 species,no HO,BR,1,64.95,64.95
1663,51,51,8 species,no HO,BR,3,64.95,194.85
1664,51,51,8 species,no HO,BR,2,64.95,129.9
1665,51,51,8 species,no HO,BR,4,64.95,259.8
1666,51,51,8 species,no HO,BR,3,64.95,194.85
1667,51,51,8 species,no HO,BR,1,64.95,64.95
1668,51,51,8 species,no HO,HO,NA,12.85,NA
1669,51,51,8 species,no HO,FE,6,41.8,250.8
1670,51,51,8 species,no HO,FE,5,41.8,209
1671,51,51,8 species,no HO,FE,2,41.8,83.6
1672,51,51,8 species,no HO,FE,2,41.8,83.6
1673,51,51,8 species,no HO,FE,3,41.8,125.4
1674,51,51,8 species,no HO,FE,2,41.8,83.6
1675,51,51,8 species,no HO,FE,8,41.8,334.4
1676,51,51,8 species,no HO,FE,9,41.8,376.2
1677,51,51,8 species,no HO,FE,1,41.8,41.8
1678,51,51,8 species,no HO,LA,NA,59.1,NA
1679,51,51,8 species,no HO,NAAT,,NA,NA
1680,51,51,8 species,no HO,PL,7,28.4,198.8
1681,51,51,8 species,no HO,SA,15,180.65,2709.75
1682,51,51,8 species,no HO,SA,31,180.65,5600.15
1683,51,51,8 species,no HO,SA,4,180.65,722.6
1684,51,51,8 species,no HO,SA,5,180.65,903.25
1685,51,51,8 species,no HO,UR,36,94.55,3403.8
1686,51,51,8 species,no HO,UR,16,94.55,1512.8
1687,52,52,8 species,no UR,AC,66,5.2,343.2
1688,52,52,8 species,no UR,AC,32,5.2,166.4
1689,52,52,8 species,no UR,AC,53,5.2,275.6
1690,52,52,8 species,no UR,AC,45,5.2,234
1691,52,52,8 species,no UR,AC,74,5.2,384.8
1692,52,52,8 species,no UR,AC,57,5.2,296.4
1693,52,52,8 species,no UR,AC,96,5.2,499.2
1694,52,52,8 species,no UR,AC,345,5.2,1794
1695,52,52,8 species,no UR,AC,228,5.2,1185.6
1696,52,52,8 species,no UR,AC,108,5.2,561.6
1697,52,52,8 species,no UR,AC,172,5.2,894.4
1698,52,52,8 species,no UR,BR,3,64.95,194.85
1699,52,52,8 species,no UR,BR,5,64.95,324.75
1700,52,52,8 species,no UR,BR,1,64.95,64.95
1701,52,52,8 species,no UR,BR,3,64.95,194.85
1702,52,52,8 species,no UR,BR,3,64.95,194.85
1703,52,52,8 species,no UR,BR,2,64.95,129.9
1704,52,52,8 species,no UR,BR,4,64.95,259.8
1705,52,52,8 species,no UR,BR,4,64.95,259.8
1706,52,52,8 species,no UR,BR,3,64.95,194.85
1707,52,52,8 species,no UR,BR,3,64.95,194.85
1708,52,52,8 species,no UR,HO,NA,12.85,NA
1709,52,52,8 species,no UR,FE,3,41.8,125.4
1710,52,52,8 species,no UR,FE,7,41.8,292.6
1711,52,52,8 species,no UR,FE,7,41.8,292.6
1712,52,52,8 species,no UR,FE,7,41.8,292.6
1713,52,52,8 species,no UR,FE,3,41.8,125.4
1714,52,52,8 species,no UR,FE,2,41.8,83.6
1715,52,52,8 species,no UR,FE,3,41.8,125.4
1716,52,52,8 species,no UR,FE,4,41.8,167.2
1717,52,52,8 species,no UR,FE,1,41.8,41.8
1718,52,52,8 species,no UR,FE,5,41.8,209
1719,52,52,8 species,no UR,LA,NA,59.1,NA
1720,52,52,8 species,no UR,NAAT,,NA,NA
1721,52,52,8 species,no UR,PL,NA,28.4,NA
1722,52,52,8 species,no UR,SA,7,180.65,1264.55
1723,52,52,8 species,no UR,SA,2,180.65,361.3
1724,52,52,8 species,no UR,SA,16,180.65,2890.4
1725,52,52,8 species,no UR,SA,6,180.65,1083.9
1726,52,52,8 species,no UR,SA,37,180.65,6684.05
1727,52,52,8 species,no UR,SA,34,180.65,6142.1
1728,52,52,8 species,no UR,SA,13,180.65,2348.45
1729,52,52,8 species,no UR,SA,3,180.65,541.95
1730,52,52,8 species,no UR,SA,9,180.65,1625.85
1731,52,52,8 species,no UR,SA,25,180.65,4516.25
1732,52,52,8 species,no UR,UR,4,94.55,378.2
1733,53,53,8 species,no BR,AC,84,5.2,436.8
1734,53,53,8 species,no BR,AC,315,5.2,1638
1735,53,53,8 species,no BR,AC,318,5.2,1653.6
1736,53,53,8 species,no BR,AC,102,5.2,530.4
1737,53,53,8 species,no BR,BR,5,64.95,324.75
1738,53,53,8 species,no BR,HO,NA,12.85,NA
1739,53,53,8 species,no BR,FE,5,41.8,209
1740,53,53,8 species,no BR,FE,4,41.8,167.2
1741,53,53,8 species,no BR,FE,3,41.8,125.4
1742,53,53,8 species,no BR,FE,3,41.8,125.4
1743,53,53,8 species,no BR,FE,4,41.8,167.2
1744,53,53,8 species,no BR,FE,5,41.8,209
1745,53,53,8 species,no BR,FE,3,41.8,125.4
1746,53,53,8 species,no BR,FE,4,41.8,167.2
1747,53,53,8 species,no BR,FE,2,41.8,83.6
1748,53,53,8 species,no BR,FE,5,41.8,209
1749,53,53,8 species,no BR,LA,6,59.1,354.6
1750,53,53,8 species,no BR,NAAT,,NA,NA
1751,53,53,8 species,no BR,PL,21,28.4,596.4
1752,53,53,8 species,no BR,PL,9,28.4,255.6
1753,53,53,8 species,no BR,PL,16,28.4,454.4
1754,53,53,8 species,no BR,PL,26,28.4,738.4
1755,53,53,8 species,no BR,SA,13,180.65,2348.45
1756,53,53,8 species,no BR,SA,85,180.65,15355.25
1757,53,53,8 species,no BR,SA,23,180.65,4154.95
1758,53,53,8 species,no BR,SA,34,180.65,6142.1
1759,53,53,8 species,no BR,SA,21,180.65,3793.65
1760,53,53,8 species,no BR,SA,3,180.65,541.95
1761,53,53,8 species,no BR,SA,15,180.65,2709.75
1762,53,53,8 species,no BR,SA,21,180.65,3793.65
1763,53,53,8 species,no BR,UR,2,94.55,189.1
1764,53,53,8 species,no BR,UR,8,94.55,756.4
1765,53,53,8 species,no BR,UR,13,94.55,1229.15
1766,53,53,8 species,no BR,UR,34,94.55,3214.7
1767,53,53,8 species,no BR,UR,33,94.55,3120.15
1768,54,54,mono,FE,AC,390,5.2,2028
1769,54,54,mono,FE,AC,142,5.2,738.4
1770,54,54,mono,FE,AC,312,5.2,1622.4
1771,54,54,mono,FE,AC,56,5.2,291.2
1772,54,54,mono,FE,AC,43,5.2,223.6
1773,54,54,mono,FE,AC,20,5.2,104
1774,54,54,mono,FE,AC,61,5.2,317.2
1775,54,54,mono,FE,AC,303,5.2,1575.6
1776,54,54,mono,FE,AC,13,5.2,67.6
1777,54,54,mono,FE,AC,61,5.2,317.2
1778,54,54,mono,FE,BR,2,64.95,129.9
1779,54,54,mono,FE,BR,3,64.95,194.85
1780,54,54,mono,FE,BR,1,64.95,64.95
1781,54,54,mono,FE,BR,1,64.95,64.95
1782,54,54,mono,FE,BR,1,64.95,64.95
1783,54,54,mono,FE,HO,9,12.85,115.65
1784,54,54,mono,FE,HO,10,12.85,128.5
1785,54,54,mono,FE,FE,3,41.8,125.4
1786,54,54,mono,FE,FE,3,41.8,125.4
1787,54,54,mono,FE,FE,3,41.8,125.4
1788,54,54,mono,FE,FE,2,41.8,83.6
1789,54,54,mono,FE,FE,6,41.8,250.8
1790,54,54,mono,FE,FE,4,41.8,167.2
1791,54,54,mono,FE,FE,2,41.8,83.6
1792,54,54,mono,FE,FE,6,41.8,250.8
1793,54,54,mono,FE,FE,3,41.8,125.4
1794,54,54,mono,FE,FE,5,41.8,209
1795,54,54,mono,FE,LA,NA,59.1,NA
1796,54,54,mono,FE,NAAT,,NA,NA
1797,54,54,mono,FE,PL,11,28.4,312.4
1798,54,54,mono,FE,PL,25,28.4,710
1799,54,54,mono,FE,PL,19,28.4,539.6
1800,54,54,mono,FE,PL,10,28.4,284
1801,54,54,mono,FE,PL,24,28.4,681.6
1802,54,54,mono,FE,PL,13,28.4,369.2
1803,54,54,mono,FE,PL,17,28.4,482.8
1804,54,54,mono,FE,PL,10,28.4,284
1805,54,54,mono,FE,SA,3,180.65,541.95
1806,54,54,mono,FE,UR,9,94.55,850.95
1807,54,54,mono,FE,UR,14,94.55,1323.7
1808,54,54,mono,FE,UR,13,94.55,1229.15
1809,54,54,mono,FE,UR,7,94.55,661.85
1810,54,54,mono,FE,UR,33,94.55,3120.15
1811,54,54,mono,FE,UR,28,94.55,2647.4
1812,54,54,mono,FE,UR,31,94.55,2931.05
1813,54,54,mono,FE,UR,21,94.55,1985.55
1814,54,54,mono,FE,UR,48,94.55,4538.4
1815,55,55,mono,AC,AC,614,5.2,3192.8
1816,55,55,mono,AC,AC,16,5.2,83.2
1817,55,55,mono,AC,AC,164,5.2,852.8
1818,55,55,mono,AC,AC,87,5.2,452.4
1819,55,55,mono,AC,AC,156,5.2,811.2
1820,55,55,mono,AC,AC,64,5.2,332.8
1821,55,55,mono,AC,AC,240,5.2,1248
1822,55,55,mono,AC,AC,204,5.2,1060.8
1823,55,55,mono,AC,AC,288,5.2,1497.6
1824,55,55,mono,AC,AC,184,5.2,956.8
1825,55,55,mono,AC,AC,504,5.2,2620.8
1826,55,55,mono,AC,BR,3,64.95,194.85
1827,55,55,mono,AC,BR,2,64.95,129.9
1828,55,55,mono,AC,BR,1,64.95,64.95
1829,55,55,mono,AC,HO,5,12.85,64.25
1830,55,55,mono,AC,HO,19,12.85,244.15
1831,55,55,mono,AC,HO,8,12.85,102.8
1832,55,55,mono,AC,HO,2,12.85,25.7
1833,55,55,mono,AC,HO,3,12.85,38.55
1834,55,55,mono,AC,HO,5,12.85,64.25
1835,55,55,mono,AC,HO,5,12.85,64.25
1836,55,55,mono,AC,HO,7,12.85,89.95
1837,55,55,mono,AC,FE,4,41.8,167.2
1838,55,55,mono,AC,FE,1,41.8,41.8
1839,55,55,mono,AC,FE,1,41.8,41.8
1840,55,55,mono,AC,FE,7,41.8,292.6
1841,55,55,mono,AC,FE,5,41.8,209
1842,55,55,mono,AC,FE,1,41.8,41.8
1843,55,55,mono,AC,FE,3,41.8,125.4
1844,55,55,mono,AC,FE,3,41.8,125.4
1845,55,55,mono,AC,FE,2,41.8,83.6
1846,55,55,mono,AC,FE,2,41.8,83.6
1847,55,55,mono,AC,LA,NA,59.1,NA
1848,55,55,mono,AC,NAAT,,NA,NA
1849,55,55,mono,AC,PL,11,28.4,312.4
1850,55,55,mono,AC,PL,10,28.4,284
1851,55,55,mono,AC,PL,9,28.4,255.6
1852,55,55,mono,AC,PL,6,28.4,170.4
1853,55,55,mono,AC,PL,11,28.4,312.4
1854,55,55,mono,AC,PL,14,28.4,397.6
1855,55,55,mono,AC,PL,5,28.4,142
1856,55,55,mono,AC,PL,5,28.4,142
1857,55,55,mono,AC,PL,23,28.4,653.2
1858,55,55,mono,AC,PL,9,28.4,255.6
1859,55,55,mono,AC,PL,1,28.4,28.4
1860,55,55,mono,AC,SA,2,180.65,361.3
1861,55,55,mono,AC,SA,1,180.65,180.65
1862,55,55,mono,AC,SA,1,180.65,180.65
1863,55,55,mono,AC,SA,6,180.65,1083.9
1864,55,55,mono,AC,SA,4,180.65,722.6
1865,55,55,mono,AC,SA,10,180.65,1806.5
1866,55,55,mono,AC,SA,22,180.65,3974.3
1867,55,55,mono,AC,UR,NA,94.55,NA
1868,56,56,8 species,no NAAT,AC,NA,5.2,NA
1869,56,56,8 species,no NAAT,BR,3,64.95,194.85
1870,56,56,8 species,no NAAT,BR,2,64.95,129.9
1871,56,56,8 species,no NAAT,BR,3,64.95,194.85
1872,56,56,8 species,no NAAT,BR,1,64.95,64.95
1873,56,56,8 species,no NAAT,BR,1,64.95,64.95
1874,56,56,8 species,no NAAT,BR,2,64.95,129.9
1875,56,56,8 species,no NAAT,BR,1,64.95,64.95
1876,56,56,8 species,no NAAT,BR,2,64.95,129.9
1877,56,56,8 species,no NAAT,BR,2,64.95,129.9
1878,56,56,8 species,no NAAT,BR,3,64.95,194.85
1879,56,56,8 species,no NAAT,BR,1,64.95,64.95
1880,56,56,8 species,no NAAT,HO,NA,12.85,NA
1881,56,56,8 species,no NAAT,FE,4,41.8,167.2
1882,56,56,8 species,no NAAT,FE,1,41.8,41.8
1883,56,56,8 species,no NAAT,FE,7,41.8,292.6
1884,56,56,8 species,no NAAT,FE,5,41.8,209
1885,56,56,8 species,no NAAT,FE,6,41.8,250.8
1886,56,56,8 species,no NAAT,FE,2,41.8,83.6
1887,56,56,8 species,no NAAT,FE,2,41.8,83.6
1888,56,56,8 species,no NAAT,FE,2,41.8,83.6
1889,56,56,8 species,no NAAT,FE,4,41.8,167.2
1890,56,56,8 species,no NAAT,FE,2,41.8,83.6
1891,56,56,8 species,no NAAT,FE,2,41.8,83.6
1892,56,56,8 species,no NAAT,LA,NA,59.1,NA
1893,56,56,8 species,no NAAT,NAAT,,NA,NA
1894,56,56,8 species,no NAAT,PL,7,28.4,198.8
1895,56,56,8 species,no NAAT,PL,1,28.4,28.4
1896,56,56,8 species,no NAAT,PL,1,28.4,28.4
1897,56,56,8 species,no NAAT,PL,7,28.4,198.8
1898,56,56,8 species,no NAAT,PL,9,28.4,255.6
1899,56,56,8 species,no NAAT,PL,7,28.4,198.8
1900,56,56,8 species,no NAAT,PL,7,28.4,198.8
1901,56,56,8 species,no NAAT,PL,7,28.4,198.8
1902,56,56,8 species,no NAAT,PL,5,28.4,142
1903,56,56,8 species,no NAAT,PL,7,28.4,198.8
1904,56,56,8 species,no NAAT,PL,8,28.4,227.2
1905,56,56,8 species,no NAAT,SA,2,180.65,361.3
1906,56,56,8 species,no NAAT,SA,3,180.65,541.95
1907,56,56,8 species,no NAAT,UR,5,94.55,472.75
1908,56,56,8 species,no NAAT,UR,5,94.55,472.75
1909,56,56,8 species,no NAAT,UR,2,94.55,189.1
1910,56,56,8 species,no NAAT,UR,3,94.55,283.65
1911,56,56,8 species,no NAAT,UR,5,94.55,472.75
1912,56,56,8 species,no NAAT,UR,13,94.55,1229.15
1913,56,56,8 species,no NAAT,UR,7,94.55,661.85
1914,57,57,mono,NAAT,AC,68,5.2,353.6
1915,57,57,mono,NAAT,AC,86,5.2,447.2
1916,57,57,mono,NAAT,AC,56,5.2,291.2
1917,57,57,mono,NAAT,BR,NA,64.95,NA
1918,57,57,mono,NAAT,HO,NA,12.85,NA
1919,57,57,mono,NAAT,FE,2,41.8,83.6
1920,57,57,mono,NAAT,FE,5,41.8,209
1921,57,57,mono,NAAT,FE,2,41.8,83.6
1922,57,57,mono,NAAT,FE,2,41.8,83.6
1923,57,57,mono,NAAT,FE,2,41.8,83.6
1924,57,57,mono,NAAT,LA,NA,59.1,NA
1925,57,57,mono,NAAT,NAAT,,NA,NA
1926,57,57,mono,NAAT,PL,7,28.4,198.8
1927,57,57,mono,NAAT,SA,16,180.65,2890.4
1928,57,57,mono,NAAT,SA,14,180.65,2529.1
1929,57,57,mono,NAAT,SA,4,180.65,722.6
1930,57,57,mono,NAAT,SA,4,180.65,722.6
1931,57,57,mono,NAAT,SA,1,180.65,180.65
1932,57,57,mono,NAAT,SA,6,180.65,1083.9
1933,57,57,mono,NAAT,SA,17,180.65,3071.05
1934,57,57,mono,NAAT,UR,88,94.55,8320.4
1935,58,58,8 species,no LA,AC,NA,5.2,NA
1936,58,58,8 species,no LA,BR,3,64.95,194.85
1937,58,58,8 species,no LA,BR,6,64.95,389.7
1938,58,58,8 species,no LA,BR,1,64.95,64.95
1939,58,58,8 species,no LA,BR,1,64.95,64.95
1940,58,58,8 species,no LA,BR,1,64.95,64.95
1941,58,58,8 species,no LA,BR,1,64.95,64.95
1942,58,58,8 species,no LA,BR,2,64.95,129.9
1943,58,58,8 species,no LA,BR,2,64.95,129.9
1944,58,58,8 species,no LA,BR,3,64.95,194.85
1945,58,58,8 species,no LA,HO,NA,12.85,NA
1946,58,58,8 species,no LA,FE,6,41.8,250.8
1947,58,58,8 species,no LA,FE,13,41.8,543.4
1948,58,58,8 species,no LA,FE,4,41.8,167.2
1949,58,58,8 species,no LA,FE,2,41.8,83.6
1950,58,58,8 species,no LA,FE,3,41.8,125.4
1951,58,58,8 species,no LA,FE,7,41.8,292.6
1952,58,58,8 species,no LA,FE,4,41.8,167.2
1953,58,58,8 species,no LA,FE,2,41.8,83.6
1954,58,58,8 species,no LA,FE,1,41.8,41.8
1955,58,58,8 species,no LA,FE,5,41.8,209
1956,58,58,8 species,no LA,LA,NA,59.1,NA
1957,58,58,8 species,no LA,NAAT,,NA,NA
1958,58,58,8 species,no LA,PL,4,28.4,113.6
1959,58,58,8 species,no LA,SA,14,180.65,2529.1
1960,58,58,8 species,no LA,SA,22,180.65,3974.3
1961,58,58,8 species,no LA,SA,37,180.65,6684.05
1962,58,58,8 species,no LA,SA,4,180.65,722.6
1963,58,58,8 species,no LA,SA,5,180.65,903.25
1964,58,58,8 species,no LA,SA,4,180.65,722.6
1965,58,58,8 species,no LA,UR,16,94.55,1512.8
1966,58,58,8 species,no LA,UR,1,94.55,94.55
1967,58,58,8 species,no LA,UR,3,94.55,283.65
1968,58,58,8 species,no LA,UR,24,94.55,2269.2
1969,58,58,8 species,no LA,UR,31,94.55,2931.05
1970,58,58,8 species,no LA,UR,6,94.55,567.3
1971,58,58,8 species,no LA,UR,17,94.55,1607.35
1972,58,58,8 species,no LA,UR,20,94.55,1891
1973,59,59,bare,bare,AC,49,5.2,254.8
1974,59,59,bare,bare,AC,258,5.2,1341.6
1975,59,59,bare,bare,AC,23,5.2,119.6
1976,59,59,bare,bare,AC,77,5.2,400.4
1977,59,59,bare,bare,AC,204,5.2,1060.8
1978,59,59,bare,bare,AC,28,5.2,145.6
1979,59,59,bare,bare,AC,21,5.2,109.2
1980,59,59,bare,bare,AC,41,5.2,213.2
1981,59,59,bare,bare,BR,1,64.95,64.95
1982,59,59,bare,bare,HO,NA,12.85,NA
1983,59,59,bare,bare,FE,4,41.8,167.2
1984,59,59,bare,bare,FE,4,41.8,167.2
1985,59,59,bare,bare,FE,2,41.8,83.6
1986,59,59,bare,bare,LA,NA,59.1,NA
1987,59,59,bare,bare,NAAT,,NA,NA
1988,59,59,bare,bare,PL,14,28.4,397.6
1989,59,59,bare,bare,SA,32,180.65,5780.8
1990,59,59,bare,bare,SA,22,180.65,3974.3
1991,59,59,bare,bare,SA,2,180.65,361.3
1992,59,59,bare,bare,SA,4,180.65,722.6
1993,59,59,bare,bare,SA,14,180.65,2529.1
1994,59,59,bare,bare,UR,NA,94.55,NA
1995,60,60,all,all 9,AC,66,5.2,343.2
1996,60,60,all,all 9,AC,184,5.2,956.8
1997,60,60,all,all 9,AC,236,5.2,1227.2
1998,60,60,all,all 9,BR,2,64.95,129.9
1999,60,60,all,all 9,BR,2,64.95,129.9
2000,60,60,all,all 9,BR,1,64.95,64.95
2001,60,60,all,all 9,HO,NA,12.85,NA
2002,60,60,all,all 9,FE,4,41.8,167.2
2003,60,60,all,all 9,FE,5,41.8,209
2004,60,60,all,all 9,FE,3,41.8,125.4
2005,60,60,all,all 9,FE,7,41.8,292.6
2006,60,60,all,all 9,FE,3,41.8,125.4
2007,60,60,all,all 9,FE,3,41.8,125.4
