order,new_number,old_number,plot_type,treatment,species,sown_seeds,count
880,185,185,mono,AC,PL,33,0
881,185,185,mono,AC,SA,37,1
882,185,185,mono,AC,UR,43,19
883,189,189,mono,FE,AC,38,8
884,189,189,mono,FE,BR,33,0
885,189,189,mono,FE,HO,30,1
886,189,189,mono,FE,FE,31,0
887,189,189,mono,FE,LA,140,0
888,189,189,mono,FE,NAAT,28,0
889,189,189,mono,FE,PL,33,2
890,189,189,mono,FE,SA,37,2
891,189,189,mono,FE,UR,43,6
892,191,191,mono,FE,AC,38,4
893,191,191,mono,FE,BR,33,0
894,191,191,mono,FE,HO,30,4
895,191,191,mono,FE,FE,31,0
896,191,191,mono,FE,LA,140,0
897,191,191,mono,FE,NAAT,28,0
898,191,191,mono,FE,PL,33,5
899,191,191,mono,FE,SA,37,5
900,191,191,mono,FE,UR,43,8
901,192,200,mono,LA,AC,38,5
902,192,200,mono,LA,BR,33,0
903,192,200,mono,LA,HO,30,9
904,192,200,mono,LA,FE,31,5
905,192,200,mono,LA,LA,140,0
906,192,200,mono,LA,NAAT,28,0
907,192,200,mono,LA,PL,33,0
908,192,200,mono,LA,SA,37,1
909,192,200,mono,LA,UR,43,0
910,194,202,mono,NAAT,AC,38,2
911,194,202,mono,NAAT,BR,33,0
912,194,202,mono,NAAT,HO,30,9
913,194,202,mono,NAAT,FE,31,8
914,194,202,mono,NAAT,LA,140,0
915,194,202,mono,NAAT,NAAT,28,0
916,194,202,mono,NAAT,PL,33,0
917,194,202,mono,NAAT,SA,37,24
918,194,202,mono,NAAT,UR,43,1
919,197,197,mono,BR,AC,38,3
920,197,197,mono,BR,BR,33,0
921,197,197,mono,BR,HO,30,10
922,197,197,mono,BR,FE,31,3
923,197,197,mono,BR,LA,140,0
924,197,197,mono,BR,NAAT,28,0
925,197,197,mono,BR,PL,33,0
926,197,197,mono,BR,SA,37,0
927,197,197,mono,BR,UR,43,0
928,198,198,bare,bare,AC,38,20
929,198,198,bare,bare,BR,33,0
930,198,198,bare,bare,HO,30,3
931,198,198,bare,bare,FE,31,0
932,198,198,bare,bare,LA,140,0
933,198,198,bare,bare,NAAT,28,0
934,198,198,bare,bare,PL,33,2
935,198,198,bare,bare,SA,37,4
936,198,198,bare,bare,UR,43,5
937,201,201,mono,AC,AC,38,0
938,201,201,mono,AC,BR,33,0
939,201,201,mono,AC,HO,30,7
940,201,201,mono,AC,FE,31,8
941,201,201,mono,AC,LA,140,0
942,201,201,mono,AC,NAAT,28,2
943,201,201,mono,AC,PL,33,2
944,201,201,mono,AC,SA,37,14
945,201,201,mono,AC,UR,43,2
946,203,203,mono,HO,AC,38,1
947,203,203,mono,HO,BR,33,0
948,203,203,mono,HO,HO,30,0
949,203,203,mono,HO,FE,31,12
950,203,203,mono,HO,LA,140,0
951,203,203,mono,HO,NAAT,28,0
952,203,203,mono,HO,PL,33,0
953,203,203,mono,HO,SA,37,2
954,203,203,mono,HO,UR,43,1
955,204,204,bare,bare,AC,38,2
956,204,204,bare,bare,BR,33,0
957,204,204,bare,bare,HO,30,1
958,204,204,bare,bare,FE,31,10
959,204,204,bare,bare,LA,140,0
960,204,204,bare,bare,NAAT,28,1
961,204,204,bare,bare,PL,33,1
962,204,204,bare,bare,SA,37,0
963,204,204,bare,bare,UR,43,20
964,206,206,mono,SA,AC,38,1
965,206,206,mono,SA,BR,33,0
966,206,206,mono,SA,HO,30,1
967,206,206,mono,SA,FE,31,0
968,206,206,mono,SA,LA,140,0
969,206,206,mono,SA,NAAT,28,0
970,206,206,mono,SA,PL,33,0
971,206,206,mono,SA,SA,37,0
972,206,206,mono,SA,UR,43,0
973,208,208,mono,PL,AC,38,0
974,208,208,mono,PL,BR,33,0
975,208,208,mono,PL,HO,30,7
976,208,208,mono,PL,FE,31,5
977,208,208,mono,PL,LA,140,0
978,208,208,mono,PL,NAAT,28,0
979,208,208,mono,PL,PL,33,0
980,208,208,mono,PL,SA,37,8
981,208,208,mono,PL,UR,43,5
982,210,210,mono,UR,AC,38,0
983,210,210,mono,UR,BR,33,0
984,210,210,mono,UR,HO,30,2
985,210,210,mono,UR,FE,31,0
986,210,210,mono,UR,LA,140,0
987,210,210,mono,UR,NAAT,28,5
988,210,210,mono,UR,PL,33,0
989,210,210,mono,UR,SA,37,8
990,210,210,mono,UR,UR,43,0
